Estación: ,C19096,LA HUASTECA.STA.CATARINA
2009-10-05,3.81,CLIC
2009-10-06,3.19,CLIC
2009-10-07,4.9,CLIC
2009-10-08,4.1,CLIC
2009-10-09,2.9,CLIC
2009-10-10,2.05,CLIC
2009-10-11,3.02,CLIC
2009-10-12,3.03,CLIC
2009-10-13,3.86,CLIC
2009-10-14,3.14,CLIC
2009-10-15,3.84,CLIC
2009-10-16,5.07,CLIC
2009-10-17,2,CLIC
2009-10-18,2.98,CLIC
2009-10-19,4.01,CLIC
2009-10-20,2.01,CLIC
2009-10-21,0.98,CLIC
2009-10-22,1.99,CLIC
2009-10-23,2.01,CLIC
2009-10-24,0.98,CLIC
2009-10-25,1.96,CLIC
2009-10-26,3.08,CLIC
2009-10-27,4.98,CLIC
2009-10-28,3.91,CLIC
2009-10-29,3.06,CLIC
2009-10-30,2.03,CLIC
2009-10-31,2,CLIC
2009-11-01,4.02,CLIC
2009-11-02,2.99,CLIC
2009-11-03,2.97,CLIC
2009-11-04,2.01,CLIC
2009-11-05,1.03,CLIC
2009-11-06,1.97,CLIC
2009-11-07,3.03,CLIC
2009-11-08,2.87,CLIC
2009-11-09,3.94,CLIC
2009-11-10,2.86,CLIC
2009-11-11,3.27,CLIC
2009-11-12,2.93,CLIC
2009-11-13,4.1,CLIC
2009-11-14,4.03,CLIC
2009-11-15,3.95,CLIC
2009-11-16,3.05,CLIC
2009-11-17,2.91,CLIC
2009-11-18,3.09,CLIC
2009-11-19,2.02,CLIC
2009-11-20,2.92,CLIC
2009-11-21,3.06,CLIC
2009-11-22,3.01,CLIC
2009-11-23,1.91,CLIC
2009-11-24,2.05,CLIC
2009-11-25,1.96,CLIC
2009-11-26,2.08,CLIC
2009-11-27,1.96,CLIC
2009-11-28,4.03,CLIC
2009-11-29,2.94,CLIC
2009-11-30,1.77,CLIC
2009-12-01,1.24,CLIC
2009-12-02,3.72,CLIC
2009-12-03,0.3,CLIC
2009-12-04,1.05,CLIC
2009-12-05,0.99,CLIC
2009-12-06,1.01,CLIC
2009-12-07,2,CLIC
2009-12-08,3.9,CLIC
2009-12-09,2.1,CLIC
2009-12-10,1,CLIC
2009-12-11,0.98,CLIC
2009-12-12,0.92,CLIC
2009-12-13,2.05,CLIC
2009-12-14,1,CLIC
2009-12-15,1.03,CLIC
2009-12-16,0.1,CLIC
2009-12-17,0.89,CLIC
2009-12-18,2.03,CLIC
2009-12-19,0.99,CLIC
2009-12-20,1.03,CLIC
2009-12-21,1.97,CLIC
2009-12-22,2.03,CLIC
2009-12-23,1.91,CLIC
2009-12-24,0.21,CLIC
2009-12-25,1,CLIC
2009-12-26,0.88,CLIC
2009-12-27,2.02,CLIC
2009-12-28,0.98,CLIC
2009-12-29,1.02,CLIC
2009-12-30,0.98,CLIC
2009-12-31,2.02,CLIC
2010-01-01,0.95,CLIC
2010-01-02,1.05,CLIC
2010-01-03,0.1,CLIC
2010-01-04,0.89,CLIC
2010-01-05,0.1,CLIC
2010-01-06,0.91,CLIC
2010-01-07,0.1,CLIC
2010-01-08,0.79,CLIC
2010-01-09,1.21,CLIC
2010-01-10,0.84,CLIC
2010-01-11,0.16,CLIC
2010-01-12,0.9,CLIC
2010-01-13,2.3,CLIC
2010-01-14,1.69,CLIC
2010-01-15,1.98,CLIC
2010-01-16,2.77,CLIC
2010-01-17,3.16,CLIC
2010-01-18,3.05,CLIC
2010-01-19,3.66,CLIC
2010-01-20,5.34,CLIC
2010-01-21,2.03,CLIC
2010-01-22,1.79,CLIC
2010-01-23,4.78,CLIC
2010-01-24,5.16,CLIC
2010-01-25,1.87,CLIC
2010-01-26,2.07,CLIC
2010-01-27,2.63,CLIC
2010-01-28,3.38,CLIC
2010-01-29,2.32,CLIC
2010-01-30,2.17,CLIC
2010-01-31,3.49,CLIC
2010-02-01,3.8,CLIC
2010-02-02,1.21,CLIC
2010-02-03,0.99,CLIC
2010-02-04,1.8,CLIC
2010-02-05,1.44,CLIC
2010-02-06,2.73,CLIC
2010-02-07,2.71,CLIC
2010-02-08,2.26,CLIC
2010-02-09,2.34,CLIC
2010-02-10,3.07,CLIC
2010-02-11,4.36,CLIC
2010-02-12,4.23,CLIC
2010-02-13,3.58,CLIC
2010-02-14,2.22,CLIC
2010-02-15,2.73,CLIC
2010-02-16,3.78,CLIC
2010-02-17,3.57,CLIC
2010-02-18,5.21,CLIC
2010-02-19,2.63,CLIC
2010-02-20,2.38,CLIC
2010-02-21,2.1,CLIC
2010-02-22,1.78,CLIC
2010-02-23,3.44,CLIC
2010-02-24,4.75,CLIC
2010-02-25,2.32,CLIC
2010-02-26,3.38,CLIC
2010-02-27,2.28,CLIC
2010-02-28,2.04,CLIC
2010-03-01,1.97,CLIC
2010-03-02,1.94,CLIC
2010-03-03,2.07,CLIC
2010-03-04,3.01,CLIC
2010-03-05,2.96,CLIC
2010-03-06,2.04,CLIC
2010-03-07,2.02,CLIC
2010-03-08,2.01,CLIC
2010-03-09,2.95,CLIC
2010-03-10,2.9,CLIC
2010-03-11,3.13,CLIC
2010-03-12,3.91,CLIC
2010-03-13,3.06,CLIC
2010-03-14,5.01,CLIC
2010-03-15,3.94,CLIC
2010-03-16,3.07,CLIC
2010-03-17,2.91,CLIC
2010-03-18,3.04,CLIC
2010-03-19,4.05,CLIC
2010-03-20,2.91,CLIC
2010-03-21,3.91,CLIC
2010-03-22,3.9,CLIC
2010-03-23,4.29,CLIC
2010-03-24,2.87,CLIC
2010-03-25,3.91,CLIC
2010-03-26,4.09,CLIC
2010-03-27,3.91,CLIC
2010-03-28,4.14,CLIC
2010-03-29,4.98,CLIC
2010-03-30,3.91,CLIC
2010-03-31,5.09,CLIC
2010-04-01,4.97,CLIC
2010-04-02,3.92,CLIC
2010-04-03,4.98,CLIC
2010-04-04,4.1,CLIC
2010-04-05,3.02,CLIC
2010-04-06,3.95,CLIC
2010-04-07,4.05,CLIC
2010-04-08,3.97,CLIC
2010-04-09,3.01,CLIC
2010-04-10,2.98,CLIC
2010-04-11,3.01,CLIC
2010-04-12,3.05,CLIC
2010-04-13,2.96,CLIC
2010-04-14,3.02,CLIC
2010-04-15,0.99,CLIC
2010-04-16,1.02,CLIC
2010-04-17,1.91,CLIC
2010-04-18,2.04,CLIC
2010-04-19,2.97,CLIC
2010-04-20,2.05,CLIC
2010-04-21,2.02,CLIC
2010-04-22,1.91,CLIC
2010-04-23,3.1,CLIC
2010-04-24,2.97,CLIC
2010-04-25,4.85,CLIC
2010-04-26,4.17,CLIC
2010-04-27,4.21,CLIC
2010-04-28,5.68,CLIC
2010-04-29,3.22,CLIC
2010-04-30,3.07,CLIC
2010-05-01,5.03,CLIC
2010-05-02,3.87,CLIC
2010-05-03,4.14,CLIC
2010-05-04,5.99,CLIC
2010-05-05,4.99,CLIC
2010-05-06,6.98,CLIC
2010-05-07,8.03,CLIC
2010-05-08,8.94,CLIC
2010-05-09,6.07,CLIC
2010-05-10,5.93,CLIC
2010-05-11,5.08,CLIC
2010-05-12,4.99,CLIC
2010-05-13,3.93,CLIC
2010-05-14,5.05,CLIC
2010-05-15,4.99,CLIC
2010-05-16,4.01,CLIC
2010-05-17,5,CLIC
2010-05-18,5.03,CLIC
2010-05-19,4.02,CLIC
2010-05-20,4.98,CLIC
2010-05-21,2.92,CLIC
2010-05-22,4.92,CLIC
2010-05-23,3.14,CLIC
2010-05-24,3.99,CLIC
2010-05-25,4.84,CLIC
2010-05-26,4.16,CLIC
2010-05-27,4.93,CLIC
2010-05-28,3.09,CLIC
2010-05-29,4.13,CLIC
2010-05-30,3,CLIC
2010-05-31,2.8,CLIC
2010-06-01,5.1,CLIC
2010-06-02,2.98,CLIC
2010-06-03,4.98,CLIC
2010-06-04,3.94,CLIC
2010-06-05,4.08,CLIC
2010-06-06,4.02,CLIC
2010-06-07,3.98,CLIC
2010-06-08,5.01,CLIC
2010-06-09,6.99,CLIC
2010-06-10,7.02,CLIC
2010-06-11,5.04,CLIC
2010-06-12,5.9,CLIC
2010-06-13,5.09,CLIC
2010-06-14,6.02,CLIC
2010-06-15,3.88,CLIC
2010-06-16,4.08,CLIC
2010-06-17,3.01,CLIC
2010-06-18,5.8,CLIC
2010-06-19,6.15,CLIC
2010-06-20,5.96,CLIC
2010-06-21,3.04,CLIC
2010-06-22,5.97,CLIC
2010-06-23,6.93,CLIC
2010-06-24,7,CLIC
2010-06-25,8.03,CLIC
2010-06-26,7.02,CLIC
2010-06-27,6.81,CLIC
2010-06-28,6.14,CLIC
2010-07-03,6.98,CLIC
2010-07-04,5.92,CLIC
2010-07-05,3.05,CLIC
2010-07-07,2.91,CLIC
2010-07-10,6.05,CLIC
2010-07-11,3.99,CLIC
2010-07-12,4.91,CLIC
2010-07-13,5.05,CLIC
2010-07-14,5.97,CLIC
2010-07-15,5.06,CLIC
2010-07-16,4.87,CLIC
2010-07-17,5.13,CLIC
2010-07-18,4.92,CLIC
2010-07-19,5.1,CLIC
2010-07-20,5.9,CLIC
2010-07-21,5.1,CLIC
2010-07-22,5.9,CLIC
2010-07-23,3.08,CLIC
2010-07-24,5.02,CLIC
2010-07-25,7.95,CLIC
2010-07-26,5.05,CLIC
2010-07-27,4.99,CLIC
2010-07-28,6.01,CLIC
2010-08-06,6.03,CLIC
2010-08-07,6.02,CLIC
2010-08-08,5.95,CLIC
2010-08-09,4.05,CLIC
2010-08-10,5.98,CLIC
2010-08-11,5.02,CLIC
2010-08-12,4.99,CLIC
2010-08-13,5.01,CLIC
2010-08-14,4.95,CLIC
2010-08-15,4.96,CLIC
2010-08-16,6.07,CLIC
2010-08-17,5.01,CLIC
2010-08-18,9.01,CLIC
2010-08-19,4.95,CLIC
2010-08-20,5.05,CLIC
2010-08-21,5.98,CLIC
2010-08-22,5.97,CLIC
2010-08-23,5.04,CLIC
2010-08-24,5.96,CLIC
2010-08-25,7.05,CLIC
2010-08-26,3.98,CLIC
2010-08-27,4.97,CLIC
2010-08-28,6.04,CLIC
2010-08-29,4.86,CLIC
2010-08-30,5.13,CLIC
2010-08-31,6,CLIC
2010-09-01,4.92,CLIC
2010-09-02,5.02,CLIC
2010-09-03,8.03,CLIC
2010-09-04,3.03,CLIC
2010-09-05,4.97,CLIC
2010-09-06,5.93,CLIC
2010-09-07,5.07,CLIC
2010-09-08,4.94,CLIC
2010-09-09,6.1,CLIC
2010-09-10,5.91,CLIC
2010-09-11,5.05,CLIC
2010-09-12,5.97,CLIC
2010-09-13,5.08,CLIC
2010-09-14,4.98,CLIC
2010-09-15,4.88,CLIC
2010-09-16,5.06,CLIC
2010-09-17,0.99,CLIC
2010-09-19,1.7,CLIC
2010-09-20,5.1,CLIC
2010-09-21,4.98,CLIC
2010-09-22,5.02,CLIC
2010-09-23,1.92,CLIC
2010-09-24,4.98,CLIC
2010-09-28,5.9,CLIC
2010-09-29,6.1,CLIC
2010-09-30,3.89,CLIC
2010-10-01,5.11,CLIC
2010-10-02,3.98,CLIC
2010-10-03,5.01,CLIC
2010-10-04,4.93,CLIC
2010-10-05,3.97,CLIC
2010-10-06,3.97,CLIC
2010-10-07,3.09,CLIC
2010-10-08,3.03,CLIC
2010-10-09,3.92,CLIC
2010-10-10,4.05,CLIC
2010-10-11,4.05,CLIC
2010-10-12,2.97,CLIC
2010-10-13,2.98,CLIC
2010-10-14,0.93,CLIC
2010-10-15,3,CLIC
2010-10-16,3.02,CLIC
2010-10-17,3.89,CLIC
2010-10-18,2.93,CLIC
2010-10-19,2.98,CLIC
2010-10-20,3.22,CLIC
2010-10-21,2.96,CLIC
2010-10-22,2.95,CLIC
2010-10-23,3.02,CLIC
2010-10-24,3.7,CLIC
2010-10-25,3.03,CLIC
2010-10-26,2.92,CLIC
2010-10-27,3.05,CLIC
2010-10-28,4.05,CLIC
2010-10-29,2.9,CLIC
2010-10-30,4.09,CLIC
2010-10-31,4.01,CLIC
2010-11-01,3.99,CLIC
2010-11-02,2.91,CLIC
2010-11-03,3.05,CLIC
2010-11-04,1.15,CLIC
2010-11-05,1,CLIC
2010-11-06,1.78,CLIC
2010-11-07,2.07,CLIC
2010-11-08,1.84,CLIC
2010-11-09,2.16,CLIC
2010-11-10,2.95,CLIC
2010-11-11,2.02,CLIC
2010-11-12,1.94,CLIC
2010-11-13,3.09,CLIC
2010-11-14,3.97,CLIC
2010-11-15,3,CLIC
2010-11-16,2.9,CLIC
2010-11-17,3.04,CLIC
2010-11-18,2.97,CLIC
2010-11-19,2.09,CLIC
2010-11-20,3.87,CLIC
2010-11-21,4.07,CLIC
2010-11-22,3.93,CLIC
2010-11-23,3.91,CLIC
2010-11-24,3.89,CLIC
2010-11-25,2.23,CLIC
2010-11-26,2.1,CLIC
2010-11-27,1.97,CLIC
2010-11-28,1.89,CLIC
2010-11-29,2.09,CLIC
2010-11-30,2.02,CLIC
2010-12-01,0.98,CLIC
2010-12-02,0.89,CLIC
2010-12-03,1.2,CLIC
2010-12-04,0.98,CLIC
2010-12-05,1.88,CLIC
2010-12-06,2.04,CLIC
2010-12-07,1.96,CLIC
2010-12-08,2.1,CLIC
2010-12-09,1.97,CLIC
2010-12-10,1.89,CLIC
2010-12-11,3.16,CLIC
2010-12-12,2.78,CLIC
2010-12-13,2.17,CLIC
2010-12-14,1.94,CLIC
2010-12-15,1.09,CLIC
2010-12-16,0.96,CLIC
2010-12-17,0.95,CLIC
2010-12-18,1.1,CLIC
2010-12-19,0.96,CLIC
2010-12-20,1.97,CLIC
2010-12-21,3.06,CLIC
2010-12-22,2.94,CLIC
2010-12-23,3.02,CLIC
2010-12-24,3,CLIC
2010-12-25,2.03,CLIC
2010-12-26,1.91,CLIC
2010-12-27,2,CLIC
2010-12-28,2.06,CLIC
2010-12-29,3.03,CLIC
2010-12-30,2.87,CLIC
2010-12-31,2.1,CLIC
2011-01-01,1.96,CLIC
2011-01-02,2.08,CLIC
2011-01-03,1.9,CLIC
2011-01-04,2.03,CLIC
2011-01-05,2.87,CLIC
2011-01-06,2.9,CLIC
2011-01-07,2.21,CLIC
2011-01-08,1.75,CLIC
2011-01-09,6.27,CLIC
2011-01-10,1.04,CLIC
2011-01-11,0.9,CLIC
2011-01-12,1.16,CLIC
2011-01-13,0.96,CLIC
2011-01-14,1.84,CLIC
2011-01-15,2.16,CLIC
2011-01-16,2,CLIC
2011-01-17,2.99,CLIC
2011-01-18,2.96,CLIC
2011-01-19,2.98,CLIC
2011-01-20,3.09,CLIC
2011-01-21,1.95,CLIC
2011-01-22,1.97,CLIC
2011-01-23,3.06,CLIC
2011-01-24,2.93,CLIC
2011-01-25,2.96,CLIC
2011-01-26,4.05,CLIC
2011-01-27,2.99,CLIC
2011-01-28,2.99,CLIC
2011-01-29,3.05,CLIC
2011-01-30,4.98,CLIC
2011-01-31,5.02,CLIC
2011-02-01,1,CLIC
2011-02-02,0.01,CLIC
2011-02-03,0.02,CLIC
2011-02-04,0.95,CLIC
2011-02-05,0.92,CLIC
2011-02-06,5.02,CLIC
2011-02-07,1.97,CLIC
2011-02-08,3.03,CLIC
2011-02-09,1.93,CLIC
2011-02-10,2.07,CLIC
2011-02-11,2.98,CLIC
2011-02-12,2.92,CLIC
2011-02-13,4.97,CLIC
2011-02-14,4.07,CLIC
2011-02-15,3.95,CLIC
2011-02-16,4.1,CLIC
2011-02-17,3.08,CLIC
2011-02-18,3.93,CLIC
2011-02-19,4.03,CLIC
2011-02-20,2.91,CLIC
2011-02-21,4.04,CLIC
2011-02-22,4.02,CLIC
2011-02-23,7.08,CLIC
2011-02-24,3.98,CLIC
2011-02-25,3.9,CLIC
2011-02-26,4.13,CLIC
2011-02-27,6.91,CLIC
2011-02-28,3.06,CLIC
2011-03-01,2.97,CLIC
2011-03-02,2.96,CLIC
2011-03-03,3.07,CLIC
2011-03-04,2.97,CLIC
2011-03-05,3.07,CLIC
2011-03-06,3.01,CLIC
2011-03-07,3.89,CLIC
2011-03-08,3.03,CLIC
2011-03-09,2.06,CLIC
2011-03-10,4.02,CLIC
2011-03-11,3.98,CLIC
2011-03-12,4.94,CLIC
2011-03-13,2.87,CLIC
2011-03-14,3.9,CLIC
2011-03-15,4.96,CLIC
2011-03-16,3.32,CLIC
2011-03-17,1.93,CLIC
2011-03-18,4.08,CLIC
2011-03-19,2.97,CLIC
2011-03-20,3.91,CLIC
2011-03-21,3,CLIC
2011-03-22,3.75,CLIC
2011-03-23,3.19,CLIC
2011-03-24,3.09,CLIC
2011-03-25,2.88,CLIC
2011-03-26,3.01,CLIC
2011-03-27,6.05,CLIC
2011-03-28,1.03,CLIC
2011-03-29,1.96,CLIC
2011-03-30,1.95,CLIC
2011-03-31,4.12,CLIC
2011-04-01,3.94,CLIC
2011-04-02,4.08,CLIC
2011-04-03,5.85,CLIC
2011-04-04,9.15,CLIC
2011-04-05,2.92,CLIC
2011-04-06,4.07,CLIC
2011-04-07,6.01,CLIC
2011-04-08,6.92,CLIC
2011-04-09,7.03,CLIC
2011-04-10,1.04,CLIC
2011-04-11,3.99,CLIC
2011-04-12,3.91,CLIC
2011-04-13,4.11,CLIC
2011-04-14,7.95,CLIC
2011-04-15,5.04,CLIC
2011-04-16,2.93,CLIC
2011-04-17,3.06,CLIC
2011-04-18,5.96,CLIC
2011-04-19,9.96,CLIC
2011-04-20,8.08,CLIC
2011-04-21,4.97,CLIC
2011-04-22,3.97,CLIC
2011-04-23,3.95,CLIC
2011-04-24,5.05,CLIC
2011-04-25,9.06,CLIC
2011-04-26,10.03,CLIC
2011-04-27,7.92,CLIC
2011-04-28,5.02,CLIC
2011-04-29,6.06,CLIC
2011-04-30,8,CLIC
2011-05-01,7.99,CLIC
2011-05-02,3.01,CLIC
2011-05-03,3.97,CLIC
2011-05-04,2.04,CLIC
2011-05-05,3.9,CLIC
2011-05-06,3.03,CLIC
2011-05-07,5.07,CLIC
2011-05-08,3.92,CLIC
2011-05-09,6.01,CLIC
2011-05-10,5.08,CLIC
2011-05-11,5.99,CLIC
2011-05-12,4.97,CLIC
2011-05-13,6.07,CLIC
2011-05-14,4.93,CLIC
2011-05-15,2.08,CLIC
2011-05-16,2.92,CLIC
2011-05-17,3.08,CLIC
2011-05-18,6,CLIC
2011-05-19,1.99,CLIC
2011-05-20,3.21,CLIC
2011-05-21,6.78,CLIC
2011-05-22,7.01,CLIC
2011-05-23,4.99,CLIC
2011-05-24,6.01,CLIC
2011-05-25,5.93,CLIC
2011-05-26,8.08,CLIC
2011-05-27,8.99,CLIC
2011-05-28,10.04,CLIC
2011-05-29,8.99,CLIC
2011-05-30,7.02,CLIC
2011-05-31,7,CLIC
2011-06-01,6.92,CLIC
2011-06-02,1.06,CLIC
2011-06-03,5.94,CLIC
2011-06-04,7.97,CLIC
2011-06-05,7.1,CLIC
2011-06-06,8.99,CLIC
2011-06-07,9.94,CLIC
2011-06-08,1.03,CLIC
2011-06-09,8.92,CLIC
2011-06-10,8.05,CLIC
2011-06-11,7.95,CLIC
2011-06-12,7.07,CLIC
2011-06-13,11.01,CLIC
2011-06-14,12.02,CLIC
2011-06-15,10.92,CLIC
2011-06-16,6.98,CLIC
2011-06-17,8.07,CLIC
2011-06-18,11.05,CLIC
2011-06-19,8.99,CLIC
2011-06-20,8.96,CLIC
2011-06-21,10.97,CLIC
2011-06-22,2,CLIC
2011-06-23,8.06,CLIC
2011-06-24,9.92,CLIC
2011-06-25,10.09,CLIC
2011-06-26,10.99,CLIC
2011-06-27,10.94,CLIC
2011-06-28,5,CLIC
2011-06-29,5.03,CLIC
2011-07-02,7.92,CLIC
2011-07-03,4.97,CLIC
2011-07-04,4.96,CLIC
2011-07-05,4.84,CLIC
2011-07-06,5.31,CLIC
2011-07-07,5.92,CLIC
2011-07-08,4.97,CLIC
2011-07-09,6.11,CLIC
2011-07-10,4.99,CLIC
2011-07-11,5.96,CLIC
2011-07-12,5.03,CLIC
2011-07-13,3.94,CLIC
2011-07-14,5.93,CLIC
2011-07-15,6.09,CLIC
2011-07-16,4.97,CLIC
2011-07-17,6.08,CLIC
2011-07-18,1.92,CLIC
2011-07-19,2.97,CLIC
2011-07-20,3.1,CLIC
2011-07-21,5.99,CLIC
2011-07-22,5,CLIC
2011-07-23,6.91,CLIC
2011-07-24,2.05,CLIC
2011-07-25,6.04,CLIC
2011-07-26,7.94,CLIC
2011-07-27,7.07,CLIC
2011-07-28,5.93,CLIC
2011-07-29,9.03,CLIC
2011-07-30,0.95,CLIC
2011-07-31,8.95,CLIC
2011-08-01,7.02,CLIC
2011-08-02,6.08,CLIC
2011-08-03,6.95,CLIC
2011-08-04,7.95,CLIC
2011-08-05,9.1,CLIC
2011-08-06,9.98,CLIC
2011-08-07,9.92,CLIC
2011-08-08,8.09,CLIC
2011-08-09,11.99,CLIC
2011-08-10,6.95,CLIC
2011-08-11,9.1,CLIC
2011-08-12,10.98,CLIC
2011-08-13,9.92,CLIC
2011-08-14,10.08,CLIC
2011-08-15,10.91,CLIC
2011-08-16,10.09,CLIC
2011-08-17,9.94,CLIC
2011-08-18,10.03,CLIC
2011-08-19,8.97,CLIC
2011-08-20,8.93,CLIC
2011-08-21,11.07,CLIC
2011-08-22,8.03,CLIC
2011-08-23,11.92,CLIC
2011-08-24,9.08,CLIC
2011-08-25,9.02,CLIC
2011-08-26,8.03,CLIC
2011-08-28,8.97,CLIC
2011-08-29,11.06,CLIC
2011-08-30,9.02,CLIC
2011-08-31,10.95,CLIC
2011-09-01,6.97,CLIC
2011-09-02,8.06,CLIC
2011-09-03,7.01,CLIC
2011-09-04,6.97,CLIC
2011-09-05,6.93,CLIC
2011-09-06,7.06,CLIC
2011-09-07,4.97,CLIC
2011-09-08,6.97,CLIC
2011-09-09,6.08,CLIC
2011-09-10,6.89,CLIC
2011-09-11,8.12,CLIC
2011-09-12,8.87,CLIC
2011-09-13,7.97,CLIC
2011-09-14,7.16,CLIC
2011-09-15,6.94,CLIC
2011-09-16,6.03,CLIC
2011-09-17,9.05,CLIC
2011-09-18,6.94,CLIC
2011-09-19,7.9,CLIC
2011-09-20,6.85,CLIC
2011-09-21,7.16,CLIC
2011-09-22,6.91,CLIC
2011-09-23,7.05,CLIC
2011-09-24,6.03,CLIC
2011-09-25,13.07,CLIC
2011-09-26,10.06,CLIC
2011-09-27,8.99,CLIC
2011-09-28,6.84,CLIC
2011-09-29,7.19,CLIC
2011-09-30,7.97,CLIC
2011-10-01,5.98,CLIC
2011-10-02,4.08,CLIC
2011-10-03,4.02,CLIC
2011-10-04,3.9,CLIC
2011-10-05,4.02,CLIC
2011-10-06,4.97,CLIC
2011-10-07,5.03,CLIC
2011-10-08,6.08,CLIC
2011-10-09,0.99,CLIC
2011-10-10,4.99,CLIC
2011-10-11,2.85,CLIC
2011-10-12,6.17,CLIC
2011-10-13,4,CLIC
2011-10-14,3.98,CLIC
2011-10-15,6.02,CLIC
2011-10-16,4.92,CLIC
2011-10-17,5.06,CLIC
2011-10-18,4.92,CLIC
2011-10-19,4.39,CLIC
2011-10-20,6.05,CLIC
2011-10-21,4.91,CLIC
2011-10-22,4.08,CLIC
2011-10-23,4.9,CLIC
2011-10-24,6.03,CLIC
2011-10-25,4.9,CLIC
2011-10-26,3.18,CLIC
2011-10-27,5.92,CLIC
2011-10-28,3.93,CLIC
2011-10-29,5.14,CLIC
2011-10-30,3.96,CLIC
2011-10-31,3.03,CLIC
2011-11-01,2.94,CLIC
2011-11-02,4.08,CLIC
2011-11-03,3.98,CLIC
2011-11-04,3.01,CLIC
2011-11-05,2.01,CLIC
2011-11-06,1.95,CLIC
2011-11-07,2.94,CLIC
2011-11-08,3.03,CLIC
2011-11-09,4.04,CLIC
2011-11-10,3.97,CLIC
2011-11-11,2.97,CLIC
2011-11-12,2.06,CLIC
2011-11-13,1.99,CLIC
2011-11-14,2.98,CLIC
2011-11-15,2.97,CLIC
2011-11-16,2.99,CLIC
2011-11-17,2.98,CLIC
2011-11-18,2.96,CLIC
2011-11-19,2.13,CLIC
2011-11-20,1.97,CLIC
2011-11-21,3.08,CLIC
2011-11-22,1.91,CLIC
2011-11-23,3.03,CLIC
2011-11-24,1.97,CLIC
2011-11-25,2.09,CLIC
2011-11-26,1.98,CLIC
2011-11-27,1.02,CLIC
2011-11-28,1.92,CLIC
2011-11-29,1.97,CLIC
2011-11-30,3.09,CLIC
2011-12-01,2.01,CLIC
2011-12-02,2.93,CLIC
2011-12-03,3.08,CLIC
2011-12-04,1.95,CLIC
2011-12-05,1.03,CLIC
2011-12-06,1.01,CLIC
2011-12-07,1.99,CLIC
2011-12-08,1.94,CLIC
2011-12-09,2.03,CLIC
2011-12-10,1.04,CLIC
2011-12-11,0.99,CLIC
2011-12-12,1.92,CLIC
2011-12-13,2.1,CLIC
2011-12-14,3,CLIC
2011-12-15,2.94,CLIC
2011-12-16,1.03,CLIC
2011-12-20,2,CLIC
2011-12-21,1.94,CLIC
2011-12-22,1.96,CLIC
2011-12-23,1.05,CLIC
2011-12-24,0.98,CLIC
2011-12-25,2.07,CLIC
2011-12-26,1.05,CLIC
2011-12-27,1.82,CLIC
2011-12-28,2.1,CLIC
2011-12-29,2.97,CLIC
2011-12-30,4.11,CLIC
2011-12-31,3.98,CLIC
2012-01-01,2.94,CLIC
2012-01-02,1.08,CLIC
2012-01-03,2.89,CLIC
2012-01-04,3.9,CLIC
2012-01-05,3.19,CLIC
2012-01-06,2.96,CLIC
2012-01-07,2.97,CLIC
2012-01-08,2.94,CLIC
2012-01-09,2.97,CLIC
2012-01-10,3.18,CLIC
2012-01-11,2.92,CLIC
2012-01-12,2.07,CLIC
2012-01-13,1.01,CLIC
2012-01-14,1.95,CLIC
2012-01-15,1.92,CLIC
2012-01-16,4.04,CLIC
2012-01-17,1.04,CLIC
2012-01-18,2.97,CLIC
2012-01-19,2.93,CLIC
2012-01-20,4.12,CLIC
2012-01-21,2.98,CLIC
2012-01-22,3.99,CLIC
2012-02-01,3.94,CLIC
2012-02-02,2.06,CLIC
2012-02-03,1.9,CLIC
2012-02-04,2.15,CLIC
2012-02-05,0.35,CLIC
2012-02-06,0.5,CLIC
2012-02-07,0.2,CLIC
2012-02-08,1.9,CLIC
2012-02-09,1.05,CLIC
2012-02-10,1.99,CLIC
2012-02-11,5.96,CLIC
2012-02-12,1.05,CLIC
2012-02-13,0.94,CLIC
2012-02-14,2.55,CLIC
2012-02-15,3.43,CLIC
2012-02-16,5.97,CLIC
2012-02-17,7.11,CLIC
2012-02-18,2.98,CLIC
2012-02-19,1.99,CLIC
2012-02-20,2.95,CLIC
2012-02-21,1.97,CLIC
2012-02-22,3.11,CLIC
2012-02-23,1.99,CLIC
2012-02-24,2.01,CLIC
2012-02-25,1.92,CLIC
2012-02-26,1.06,CLIC
2012-02-27,1.98,CLIC
2012-02-28,2.93,CLIC
2012-02-29,1.99,CLIC
2012-03-01,4.04,CLIC
2012-03-02,5.93,CLIC
2012-03-03,1.07,CLIC
2012-03-04,2.07,CLIC
2012-03-05,1.95,CLIC
2012-03-06,3.04,CLIC
2012-03-07,4.94,CLIC
2012-03-08,2.07,CLIC
2012-03-09,0.98,CLIC
2012-03-10,3.03,CLIC
2012-03-11,1.96,CLIC
2012-03-12,4.01,CLIC
2012-03-13,2.98,CLIC
2012-03-14,1.35,CLIC
2012-03-15,4.64,CLIC
2012-03-16,0.96,CLIC
2012-03-17,3.99,CLIC
2012-03-18,1.09,CLIC
2012-03-19,3.96,CLIC
2012-03-20,4.06,CLIC
2012-03-21,4.98,CLIC
2012-03-22,4.94,CLIC
2012-03-23,4.06,CLIC
2012-03-24,3.99,CLIC
2012-03-25,3.72,CLIC
2012-03-26,2.08,CLIC
2012-03-27,3.05,CLIC
2012-03-28,2.1,CLIC
2012-03-29,1.02,CLIC
2012-03-30,0.85,CLIC
2012-03-31,4.19,CLIC
2012-04-01,4.94,CLIC
