Estación: ,C19034,LINARES. LINARES (SMN)
1954-01-01,4,CLIC
1954-01-02,5,CLIC
1954-01-03,4,CLIC
1954-01-04,4,CLIC
1954-01-05,3,CLIC
1954-01-06,3,CLIC
1954-01-07,2,CLIC
1954-01-08,2,CLIC
1954-01-09,3,CLIC
1954-01-10,2,CLIC
1954-01-11,3,CLIC
1954-01-12,1,CLIC
1954-01-13,2,CLIC
1954-01-14,2,CLIC
1954-01-15,2,CLIC
1954-01-16,2,CLIC
1954-01-17,3,CLIC
1954-01-18,1,CLIC
1954-01-19,4,CLIC
1954-01-20,3,CLIC
1954-01-21,2,CLIC
1954-01-22,1,CLIC
1954-01-23,1,CLIC
1954-01-24,1,CLIC
1954-01-25,1,CLIC
1954-01-26,1,CLIC
1954-01-27,1,CLIC
1954-01-28,1,CLIC
1954-01-29,1,CLIC
1954-01-30,1,CLIC
1954-01-31,2,CLIC
1954-02-01,0.2,CLIC
1954-02-02,7.5,CLIC
1954-02-04,1,CLIC
1954-02-05,1,CLIC
1954-02-06,1,CLIC
1954-02-07,2,CLIC
1954-02-08,2,CLIC
1954-02-09,1,CLIC
1954-02-10,1,CLIC
1954-02-11,3,CLIC
1954-02-12,2,CLIC
1954-02-13,1,CLIC
1954-02-14,1,CLIC
1954-02-15,3,CLIC
1954-02-16,3,CLIC
1954-02-17,3,CLIC
1954-02-18,3,CLIC
1954-02-19,3,CLIC
1954-02-20,3,CLIC
1954-02-21,2,CLIC
1954-02-22,1,CLIC
1954-02-23,1,CLIC
1954-02-24,1,CLIC
1954-02-25,1,CLIC
1954-02-26,1,CLIC
1954-02-27,3,CLIC
1954-03-01,3,CLIC
1954-03-02,4,CLIC
1954-03-03,3,CLIC
1954-03-04,1,CLIC
1954-03-05,1,CLIC
1954-03-06,2,CLIC
1954-03-07,2,CLIC
1954-03-08,1,CLIC
1954-03-09,1,CLIC
1954-03-10,1,CLIC
1954-03-11,5,CLIC
1954-03-12,3,CLIC
1954-03-13,4,CLIC
1954-03-14,2,CLIC
1954-03-15,2,CLIC
1954-03-16,2,CLIC
1954-03-17,1,CLIC
1954-03-18,1,CLIC
1954-03-19,1,CLIC
1954-03-20,2,CLIC
1954-03-21,1,CLIC
1954-03-22,2,CLIC
1954-03-23,3,CLIC
1954-03-24,3,CLIC
1954-03-25,4,CLIC
1954-03-26,3,CLIC
1954-03-27,3,CLIC
1954-03-28,3,CLIC
1954-03-29,5,CLIC
1954-03-30,2,CLIC
1954-03-31,2,CLIC
1954-04-01,3,CLIC
1954-04-02,3,CLIC
1954-04-03,4,CLIC
1954-04-04,4,CLIC
1954-04-05,3,CLIC
1954-04-06,4,CLIC
1954-04-07,4,CLIC
1954-04-08,4,CLIC
1954-04-09,3,CLIC
1954-04-10,5,CLIC
1954-04-11,3,CLIC
1954-04-12,2.2,CLIC
1954-04-13,5,CLIC
1954-04-14,5,CLIC
1954-04-15,2,CLIC
1954-04-16,3,CLIC
1954-04-17,4,CLIC
1954-04-18,3,CLIC
1954-04-19,5,CLIC
1954-04-20,5,CLIC
1954-04-21,3,CLIC
1954-04-22,3,CLIC
1954-04-23,4,CLIC
1954-04-24,3,CLIC
1954-04-25,2,CLIC
1954-04-26,5,CLIC
1954-04-27,5,CLIC
1954-04-28,5,CLIC
1954-04-29,5,CLIC
1954-04-30,5,CLIC
1954-07-01,5,CLIC
1954-07-02,5,CLIC
1954-07-03,5,CLIC
1954-07-04,5,CLIC
1954-07-05,1,CLIC
1954-07-06,5,CLIC
1954-07-07,5,CLIC
1954-07-08,5,CLIC
1954-07-09,5,CLIC
1954-07-10,5,CLIC
1954-07-11,5,CLIC
1954-07-12,5,CLIC
1954-07-13,5,CLIC
1954-07-14,5,CLIC
1954-07-15,5,CLIC
1954-07-16,5,CLIC
1954-07-17,5,CLIC
1954-07-18,5,CLIC
1954-07-19,5,CLIC
1954-07-20,5,CLIC
1954-07-21,5,CLIC
1954-07-22,5,CLIC
1954-07-23,5,CLIC
1954-07-24,5,CLIC
1954-07-25,5,CLIC
1954-07-26,5,CLIC
1954-07-27,5,CLIC
1954-07-28,5,CLIC
1954-07-29,5,CLIC
1954-07-30,5,CLIC
1954-07-31,5,CLIC
1954-08-01,5,CLIC
1954-08-02,5,CLIC
1954-08-03,5,CLIC
1954-08-04,5,CLIC
1954-08-05,5,CLIC
1954-08-06,5,CLIC
1954-08-07,0.5,CLIC
1954-08-08,5,CLIC
1954-08-09,1,CLIC
1954-08-10,1,CLIC
1954-08-11,5,CLIC
1954-08-12,5,CLIC
1954-08-13,7,CLIC
1954-08-14,8,CLIC
1954-08-15,5,CLIC
1954-08-16,5,CLIC
1954-08-17,5,CLIC
1954-08-18,5,CLIC
1954-08-19,5,CLIC
1954-08-20,5,CLIC
1954-08-21,5,CLIC
1954-08-22,5,CLIC
1954-08-23,5,CLIC
1954-08-24,5,CLIC
1954-08-25,5,CLIC
1954-08-26,5,CLIC
1954-08-27,5,CLIC
1954-08-28,1,CLIC
1954-08-29,1,CLIC
1954-08-30,1,CLIC
1954-08-31,1,CLIC
1954-09-01,1,CLIC
1954-09-02,1,CLIC
1954-09-03,1,CLIC
1954-09-04,1,CLIC
1954-09-05,1,CLIC
1954-09-09,0.4,CLIC
1954-09-10,0.5,CLIC
1954-09-12,0.5,CLIC
1954-09-13,0.5,CLIC
1954-09-15,1,CLIC
1954-09-16,1,CLIC
1954-09-17,0.5,CLIC
1954-09-18,1,CLIC
1954-09-19,0.5,CLIC
1954-09-20,0.5,CLIC
1954-09-21,0.5,CLIC
1954-09-22,0.5,CLIC
1954-09-23,0.5,CLIC
1954-09-24,0.5,CLIC
1954-09-25,0.5,CLIC
1954-09-27,0.5,CLIC
1954-09-28,0.7,CLIC
1954-09-29,0.6,CLIC
1954-09-30,0.8,CLIC
1962-02-01,0.5,CLIC
1962-02-02,0.3,CLIC
1962-02-03,0.5,CLIC
1962-02-04,0.4,CLIC
1962-02-05,0.7,CLIC
1962-02-06,0.8,CLIC
1962-02-07,0.7,CLIC
1962-02-08,0.9,CLIC
1962-02-09,0.8,CLIC
1962-02-10,0.9,CLIC
1962-02-11,0.7,CLIC
1962-02-12,0.9,CLIC
1962-02-13,0.7,CLIC
1962-02-14,0.8,CLIC
1962-02-15,0.8,CLIC
1962-02-16,0.8,CLIC
1962-02-17,0.8,CLIC
1962-02-18,0.7,CLIC
1962-02-19,0.6,CLIC
1962-02-20,0.6,CLIC
1962-02-21,0.9,CLIC
1962-02-22,0.8,CLIC
1962-02-23,0.9,CLIC
1962-02-24,0.7,CLIC
1962-02-25,0.9,CLIC
1962-02-26,0.8,CLIC
1962-02-27,0.9,CLIC
1962-02-28,0.9,CLIC
