Estación: ,C19173,LOS PALMITOS. CADEREYTA
2005-11-12,2.15,CLIC
2005-11-13,3.75,CLIC
2005-11-14,3.1,CLIC
2005-11-15,4.39,CLIC
2005-11-16,3.89,CLIC
2005-11-17,3.07,CLIC
2005-11-18,1.7,CLIC
2005-11-19,0.8,CLIC
2005-11-20,1.42,CLIC
2005-11-21,1.53,CLIC
2005-11-22,3.63,CLIC
2005-11-23,2.44,CLIC
2005-11-24,3.66,CLIC
2005-11-25,1.98,CLIC
2005-11-26,3.41,CLIC
2005-11-27,4.35,CLIC
2005-11-28,2.58,CLIC
2005-11-29,3.05,CLIC
2005-11-30,3.01,CLIC
2005-12-01,1.85,CLIC
2005-12-02,1.97,CLIC
2005-12-03,3.67,CLIC
2005-12-04,1.57,CLIC
2005-12-05,1.95,CLIC
2005-12-06,2.54,CLIC
2005-12-07,1.9,CLIC
2005-12-08,0.44,CLIC
2005-12-09,1.7,CLIC
2005-12-10,0.5,CLIC
2005-12-11,1.78,CLIC
2005-12-12,1.16,CLIC
2005-12-13,2.41,CLIC
2005-12-14,3.84,CLIC
2005-12-15,1.43,CLIC
2005-12-16,1.78,CLIC
2005-12-17,1.95,CLIC
2005-12-18,1.75,CLIC
2005-12-19,1.83,CLIC
2005-12-20,1.47,CLIC
2005-12-21,0.55,CLIC
2005-12-22,1.7,CLIC
2005-12-23,1.57,CLIC
2005-12-24,1.09,CLIC
2005-12-25,2.87,CLIC
2005-12-26,2.78,CLIC
2005-12-27,3.99,CLIC
2005-12-28,4.11,CLIC
2005-12-29,1.64,CLIC
2005-12-30,4.2,CLIC
2005-12-31,2.65,CLIC
2006-01-01,3.63,CLIC
2006-01-02,2.49,CLIC
2006-01-03,3.19,CLIC
2006-01-04,3.1,CLIC
2006-01-05,5.51,CLIC
2006-01-06,2.73,CLIC
2006-01-07,1.14,CLIC
2006-01-08,4.99,CLIC
2006-01-09,5.07,CLIC
2006-01-10,1.71,CLIC
2006-01-11,1.64,CLIC
2006-01-12,4.41,CLIC
2006-01-13,2.72,CLIC
2006-01-14,4.37,CLIC
2006-01-15,1.92,CLIC
2006-01-16,4.23,CLIC
2006-01-17,4.83,CLIC
2006-01-18,3.12,CLIC
2006-01-19,1.99,CLIC
2006-01-20,5.01,CLIC
2006-01-21,1.12,CLIC
2006-01-22,2.93,CLIC
2006-01-23,0.79,CLIC
2006-01-24,3.16,CLIC
2006-01-25,0.4,CLIC
2006-01-26,2.8,CLIC
2006-01-27,2.6,CLIC
2006-01-28,2.4,CLIC
2006-01-29,3.95,CLIC
2006-01-30,6.08,CLIC
2006-01-31,3.8,CLIC
2006-02-01,3.57,CLIC
2006-02-02,4.33,CLIC
2006-02-03,6.94,CLIC
2006-02-04,4.07,CLIC
2006-02-05,5.29,CLIC
2006-02-06,5.8,CLIC
2006-02-07,5.07,CLIC
2006-02-08,1.74,CLIC
2006-02-09,5.47,CLIC
2006-02-10,4.89,CLIC
2006-02-11,3.27,CLIC
2006-02-12,3.55,CLIC
2006-02-13,5.56,CLIC
2006-02-14,3.65,CLIC
2006-02-15,3.57,CLIC
2006-02-16,5.75,CLIC
2006-02-17,1.3,CLIC
2006-02-18,2.47,CLIC
2006-02-19,1.63,CLIC
2006-02-20,2.1,CLIC
2006-02-21,3.75,CLIC
2006-02-22,3.25,CLIC
2006-02-23,2.8,CLIC
2006-02-24,0.4,CLIC
2006-02-25,1,CLIC
2006-02-26,0.35,CLIC
2006-02-27,3.03,CLIC
2006-02-28,2.75,CLIC
2006-03-01,6.18,CLIC
2006-03-02,3.77,CLIC
2006-03-03,2.64,CLIC
2006-03-04,3.05,CLIC
2006-03-05,3.71,CLIC
2006-03-06,4.91,CLIC
2006-03-07,3.8,CLIC
2006-03-08,5.89,CLIC
2006-03-09,7.2,CLIC
2006-03-10,5.8,CLIC
2006-03-11,6.75,CLIC
2006-03-12,8.62,CLIC
2006-03-13,8.48,CLIC
2006-03-14,3.4,CLIC
2006-03-15,1.15,CLIC
2006-03-16,3.7,CLIC
2006-03-17,1.9,CLIC
2006-03-18,4.51,CLIC
2006-03-19,5.13,CLIC
2006-03-20,8.37,CLIC
2006-03-21,6.69,CLIC
2006-03-22,0.4,CLIC
2006-03-23,2.18,CLIC
2006-03-24,0.38,CLIC
2006-03-25,2.48,CLIC
2006-03-26,6.19,CLIC
2006-03-27,2.92,CLIC
2006-03-28,2.07,CLIC
2006-03-29,1.83,CLIC
2006-03-30,4.09,CLIC
2006-03-31,4.46,CLIC
2006-04-01,5,CLIC
2006-04-02,7.05,CLIC
2006-04-03,8.35,CLIC
2006-04-04,6.3,CLIC
2006-04-05,4.15,CLIC
2006-04-06,7.4,CLIC
2006-04-07,9.68,CLIC
2006-04-08,7.09,CLIC
2006-04-09,7.13,CLIC
2006-04-10,6.18,CLIC
2006-04-11,3.6,CLIC
2006-04-12,6.67,CLIC
2006-04-13,5.44,CLIC
2006-04-14,7.5,CLIC
2006-04-15,5.41,CLIC
2006-04-16,7.2,CLIC
2006-04-17,7.11,CLIC
2006-04-18,5.66,CLIC
2006-04-19,6.91,CLIC
2006-04-20,5.13,CLIC
2006-04-21,2.04,CLIC
2006-04-22,0.21,CLIC
2006-04-23,3.76,CLIC
2006-04-24,5.19,CLIC
2006-04-25,7.6,CLIC
2006-04-26,10.86,CLIC
2006-04-27,5.12,CLIC
2006-04-28,4.16,CLIC
2006-04-29,1.04,CLIC
2006-04-30,1.22,CLIC
2006-05-01,7.1,CLIC
2006-05-02,6.97,CLIC
2006-05-03,6.7,CLIC
2006-05-04,3.63,CLIC
2006-05-05,1.27,CLIC
2006-05-06,6.48,CLIC
2006-05-07,3.53,CLIC
2006-05-08,1.26,CLIC
2006-05-09,6.26,CLIC
2006-05-10,8.2,CLIC
2006-05-11,5.02,CLIC
2006-05-12,2.96,CLIC
2006-05-13,5.64,CLIC
2006-05-14,8.18,CLIC
2006-05-15,3.45,CLIC
2006-05-16,4.87,CLIC
2006-05-17,8.2,CLIC
2006-05-18,9.75,CLIC
2006-05-19,10.2,CLIC
2006-05-20,8.73,CLIC
2006-05-21,5.84,CLIC
2006-05-22,8.88,CLIC
2006-05-23,9.25,CLIC
2006-05-24,7.87,CLIC
2006-05-25,10.53,CLIC
2006-05-26,6.35,CLIC
2006-05-27,4.4,CLIC
2006-05-28,10.38,CLIC
2006-05-29,4.39,CLIC
2006-05-30,7.43,CLIC
2006-05-31,6.05,CLIC
2006-06-01,4.79,CLIC
2006-06-02,5.2,CLIC
2006-06-03,4.22,CLIC
2006-06-04,8.72,CLIC
2006-06-05,5.53,CLIC
2006-06-06,8.39,CLIC
2006-06-07,8.38,CLIC
2006-06-08,7.17,CLIC
2006-06-09,6.15,CLIC
2006-06-10,10.2,CLIC
2006-06-11,8.65,CLIC
2006-06-12,7.62,CLIC
2006-06-13,9.72,CLIC
2006-06-14,9.91,CLIC
2006-06-15,9.75,CLIC
2006-06-16,9.12,CLIC
2006-06-17,6.78,CLIC
2006-06-18,6,CLIC
2006-06-19,7.77,CLIC
2006-06-20,8.18,CLIC
2006-06-21,8.55,CLIC
2006-06-22,7.4,CLIC
2006-06-23,10.64,CLIC
2006-06-24,6.36,CLIC
2006-06-25,7.6,CLIC
2006-06-26,4.3,CLIC
2006-06-27,5.26,CLIC
2006-06-28,10.48,CLIC
2006-06-29,6.64,CLIC
2006-06-30,6.92,CLIC
2006-07-01,3.66,CLIC
2006-07-02,2.67,CLIC
2006-07-03,8.77,CLIC
2006-07-04,6.07,CLIC
2006-07-05,5.93,CLIC
2006-07-06,6.1,CLIC
2006-07-07,5.6,CLIC
2006-07-08,4.2,CLIC
2006-07-09,8.79,CLIC
2006-07-10,7.29,CLIC
2006-07-11,7.67,CLIC
2006-07-12,8.05,CLIC
2006-07-13,8,CLIC
2006-07-14,8.28,CLIC
2006-07-15,7.64,CLIC
2006-07-16,8.62,CLIC
2006-07-17,3.91,CLIC
2006-07-18,8.25,CLIC
2006-07-19,6.6,CLIC
2006-07-20,7.92,CLIC
2006-07-21,8.12,CLIC
2006-07-22,8.04,CLIC
2006-07-23,8.06,CLIC
2006-07-24,9.56,CLIC
2006-07-25,9.64,CLIC
2006-07-26,8.06,CLIC
2006-07-27,7.82,CLIC
2006-07-28,5.61,CLIC
2006-07-29,5.59,CLIC
2006-07-30,7.8,CLIC
2006-07-31,6.9,CLIC
2006-08-01,9.25,CLIC
2006-08-02,9.75,CLIC
2006-08-03,9.2,CLIC
2006-08-04,9.65,CLIC
2006-08-05,7.66,CLIC
2006-08-06,6.91,CLIC
2006-08-07,5.93,CLIC
2006-08-08,5.97,CLIC
2006-08-09,5.78,CLIC
2006-08-10,6.66,CLIC
2006-08-11,5.65,CLIC
2006-08-12,6.84,CLIC
2006-08-13,6.55,CLIC
2006-08-14,5.47,CLIC
2006-08-15,5.53,CLIC
2006-08-16,6.3,CLIC
2006-08-17,7.75,CLIC
2006-08-18,5.35,CLIC
2006-08-19,8.18,CLIC
2006-08-20,8.42,CLIC
2006-08-21,7.41,CLIC
2006-08-22,9.02,CLIC
2006-08-23,6.35,CLIC
2006-08-24,6,CLIC
2006-08-25,6.38,CLIC
2006-08-26,8.55,CLIC
2006-08-27,8.68,CLIC
2006-08-28,8.29,CLIC
2006-08-29,8.13,CLIC
2006-08-30,5.9,CLIC
2006-08-31,9.37,CLIC
2006-09-01,7.73,CLIC
2006-09-02,6.62,CLIC
2006-09-03,6.13,CLIC
2006-09-04,6.8,CLIC
2006-09-05,8.15,CLIC
2006-09-06,5.35,CLIC
2006-09-07,6.3,CLIC
2006-09-08,6.39,CLIC
2006-09-09,5.81,CLIC
2006-09-10,7.15,CLIC
2006-09-11,6.29,CLIC
2006-09-12,4.16,CLIC
2006-09-13,4.1,CLIC
2006-09-14,4.38,CLIC
2006-09-15,3.66,CLIC
2006-09-16,5.9,CLIC
2006-09-17,8.3,CLIC
2006-09-18,6.13,CLIC
2006-09-19,4.07,CLIC
2006-09-20,3.2,CLIC
2006-09-21,4.9,CLIC
2006-09-22,4.67,CLIC
2006-09-23,4.5,CLIC
2006-09-24,5,CLIC
2006-09-25,2.44,CLIC
2006-09-26,7.64,CLIC
2006-09-27,5.29,CLIC
2006-09-28,5,CLIC
2006-09-29,6.65,CLIC
2006-09-30,6.48,CLIC
2006-10-01,6.4,CLIC
2006-10-02,2.01,CLIC
2006-10-03,3.99,CLIC
2006-10-04,4.15,CLIC
2006-10-05,3.25,CLIC
2006-10-06,3.7,CLIC
2006-10-07,3.4,CLIC
2006-10-08,3.57,CLIC
2006-10-09,3.23,CLIC
2006-10-10,3.48,CLIC
2006-10-11,2.39,CLIC
2006-10-12,3.53,CLIC
2006-10-13,6,CLIC
2006-10-14,5.7,CLIC
2006-10-15,2.74,CLIC
2006-10-16,6.26,CLIC
2006-10-17,7.66,CLIC
2006-10-18,6.91,CLIC
2006-10-19,2.48,CLIC
2006-10-20,3.1,CLIC
2006-10-21,2.83,CLIC
2006-10-22,2.94,CLIC
2006-10-23,5.23,CLIC
2006-10-24,4.31,CLIC
2006-10-25,5.62,CLIC
2006-10-26,7.3,CLIC
2006-10-27,4.76,CLIC
2006-10-28,3.53,CLIC
2006-10-29,5.31,CLIC
2006-10-30,2.3,CLIC
2006-10-31,3.37,CLIC
2006-11-01,3.68,CLIC
2006-11-02,5.39,CLIC
2006-11-03,2.65,CLIC
2006-11-04,2.58,CLIC
2006-11-05,2.85,CLIC
2006-11-06,3.13,CLIC
2006-11-07,2.7,CLIC
2006-11-08,3.92,CLIC
2006-11-09,4.18,CLIC
2006-11-10,2.6,CLIC
2006-11-11,6.33,CLIC
2006-11-12,2.65,CLIC
2006-11-13,2.54,CLIC
2006-11-14,3.89,CLIC
2006-11-15,2.99,CLIC
2006-11-16,2.77,CLIC
2006-11-17,2.21,CLIC
2006-11-18,1.89,CLIC
2006-11-19,3.45,CLIC
2006-11-20,3.93,CLIC
2006-11-21,3.52,CLIC
2006-11-22,3.18,CLIC
2006-11-23,2.5,CLIC
2006-11-24,4.22,CLIC
2006-11-25,3.04,CLIC
2006-11-26,3.81,CLIC
2006-11-27,2.59,CLIC
2006-11-28,2.74,CLIC
2006-11-29,3.06,CLIC
2006-11-30,3.1,CLIC
2006-12-01,2.94,CLIC
2006-12-02,4.07,CLIC
2006-12-03,4.39,CLIC
2006-12-04,2.78,CLIC
2006-12-05,3.56,CLIC
2006-12-06,4.96,CLIC
2006-12-07,4.54,CLIC
2006-12-08,3.66,CLIC
2006-12-09,4.06,CLIC
2006-12-10,4.42,CLIC
2006-12-11,5.62,CLIC
2006-12-12,3.06,CLIC
2006-12-13,3.54,CLIC
2006-12-14,3.41,CLIC
2006-12-15,3.09,CLIC
2006-12-16,3.76,CLIC
2006-12-17,3.44,CLIC
2006-12-18,5.86,CLIC
2006-12-19,3.19,CLIC
2006-12-20,3.19,CLIC
2006-12-21,3.8,CLIC
2006-12-22,4.26,CLIC
2006-12-23,3.8,CLIC
2006-12-24,5.4,CLIC
2006-12-25,4.34,CLIC
2006-12-26,4.06,CLIC
2006-12-27,5.44,CLIC
2006-12-28,5.16,CLIC
2006-12-29,4.77,CLIC
2006-12-30,4.23,CLIC
2006-12-31,2.41,CLIC
2007-01-01,0.55,CLIC
2007-01-02,0.2,CLIC
2007-01-03,0.6,CLIC
2007-01-04,2.01,CLIC
2007-01-05,1.73,CLIC
2007-01-06,3.74,CLIC
2007-01-07,1.44,CLIC
2007-01-08,3.36,CLIC
2007-01-09,2.02,CLIC
2007-01-10,1.35,CLIC
2007-01-11,2.38,CLIC
2007-01-12,1.63,CLIC
2007-01-13,1.14,CLIC
2007-01-14,2.5,CLIC
2007-01-15,1.1,CLIC
2007-01-16,1.3,CLIC
2007-01-17,0.37,CLIC
2007-01-18,0.33,CLIC
2007-01-19,0.1,CLIC
2007-01-20,0.63,CLIC
2007-01-21,0.27,CLIC
2007-01-22,0.1,CLIC
2007-01-23,0.2,CLIC
2007-01-24,0.2,CLIC
2007-01-25,1.08,CLIC
2007-01-26,0.64,CLIC
2007-01-27,1.05,CLIC
2007-01-28,2.53,CLIC
2007-01-29,0.2,CLIC
2007-01-30,1.35,CLIC
2007-01-31,0.75,CLIC
2007-02-01,3.1,CLIC
2007-02-02,1.6,CLIC
2007-02-03,0.15,CLIC
2007-02-04,0.2,CLIC
2007-02-05,0.33,CLIC
2007-02-06,1.63,CLIC
2007-02-07,3.49,CLIC
2007-02-08,1.46,CLIC
2007-02-09,1.39,CLIC
2007-02-10,0.25,CLIC
2007-02-11,1.5,CLIC
2007-02-12,2.85,CLIC
2007-02-13,2.99,CLIC
2007-02-14,1.01,CLIC
2007-02-15,1.45,CLIC
2007-02-16,2.6,CLIC
2007-02-17,4.3,CLIC
2007-02-18,2.9,CLIC
2007-02-19,4.2,CLIC
2007-02-20,4.16,CLIC
2007-02-21,2.11,CLIC
2007-02-22,3.73,CLIC
2007-02-23,1.47,CLIC
2007-02-24,5.79,CLIC
2007-02-25,4.34,CLIC
2007-02-26,3.55,CLIC
2007-02-27,4.47,CLIC
2007-02-28,4.23,CLIC
2007-03-01,6.31,CLIC
2007-03-02,5.22,CLIC
2007-03-03,5.92,CLIC
2007-03-04,2.27,CLIC
2007-03-05,4.23,CLIC
2007-03-06,3.33,CLIC
2007-03-07,4.25,CLIC
2007-03-08,4.04,CLIC
2007-03-09,2.88,CLIC
2007-03-10,3.91,CLIC
2007-03-11,4.67,CLIC
2007-03-12,0.37,CLIC
2007-03-13,2.15,CLIC
2007-03-14,6.05,CLIC
2007-03-15,4.53,CLIC
2007-03-16,0.48,CLIC
2007-03-17,4.02,CLIC
2007-03-18,2.48,CLIC
2007-03-19,4.04,CLIC
2007-03-20,1.6,CLIC
2007-03-21,1.8,CLIC
2007-03-22,4.42,CLIC
2007-03-23,0.62,CLIC
2007-03-24,2.97,CLIC
2007-03-25,1.94,CLIC
2007-03-26,3.92,CLIC
2007-03-27,5.23,CLIC
2007-03-28,5.07,CLIC
2007-03-29,5,CLIC
2007-03-30,1.86,CLIC
2007-03-31,4.96,CLIC
2007-04-01,1.73,CLIC
2007-04-02,3.85,CLIC
2007-04-03,3.12,CLIC
2007-04-04,5.72,CLIC
2007-04-05,2.99,CLIC
2007-04-06,2.87,CLIC
2007-04-07,3.1,CLIC
2007-04-08,1.9,CLIC
2007-04-09,1.85,CLIC
2007-04-10,5.3,CLIC
2007-04-11,7.05,CLIC
2007-04-12,3.88,CLIC
2007-04-13,6.95,CLIC
2007-04-14,7.16,CLIC
2007-04-15,5.96,CLIC
2007-04-16,1.23,CLIC
2007-04-17,5.93,CLIC
2007-04-18,4.69,CLIC
2007-04-19,3.3,CLIC
2007-04-20,3.85,CLIC
2007-04-21,1.67,CLIC
2007-04-22,4.51,CLIC
2007-04-23,5.15,CLIC
2007-04-24,2.67,CLIC
2007-04-25,9.26,CLIC
2007-04-26,10.04,CLIC
2007-04-27,1.3,CLIC
2007-04-28,2.84,CLIC
2007-04-29,4.76,CLIC
2007-04-30,5.32,CLIC
2007-05-01,6.64,CLIC
2007-05-02,2.74,CLIC
2007-05-03,2.9,CLIC
2007-05-04,5.25,CLIC
2007-05-05,3.89,CLIC
2007-05-06,2.88,CLIC
2007-05-07,1.23,CLIC
2007-05-08,5.15,CLIC
2007-05-09,7.95,CLIC
2007-05-10,3.15,CLIC
2007-05-11,5.4,CLIC
2007-05-12,6.34,CLIC
2007-05-13,7.01,CLIC
2007-05-14,7.3,CLIC
2007-05-15,5.6,CLIC
2007-05-16,4.05,CLIC
2007-05-17,4.08,CLIC
2007-05-18,1.9,CLIC
2007-05-19,1.48,CLIC
2007-05-20,0.72,CLIC
2007-05-21,1.9,CLIC
2007-05-22,6.8,CLIC
2007-05-23,2.5,CLIC
2007-05-24,2.42,CLIC
2007-05-25,1.2,CLIC
2007-05-26,3.34,CLIC
2007-05-27,3.3,CLIC
2007-05-28,6.14,CLIC
2007-05-29,5.31,CLIC
2007-05-30,7.14,CLIC
2007-05-31,7.5,CLIC
2007-06-01,5.41,CLIC
2007-06-02,5.88,CLIC
2007-06-03,7.8,CLIC
2007-06-04,0.36,CLIC
2007-06-05,7.6,CLIC
2007-06-06,6.25,CLIC
2007-06-07,5.45,CLIC
2007-06-08,3.95,CLIC
2007-06-09,4.85,CLIC
2007-06-10,7.82,CLIC
2007-06-11,7.93,CLIC
2007-06-12,7.07,CLIC
2007-06-13,8.25,CLIC
2007-06-14,7.85,CLIC
2007-06-15,7.9,CLIC
2007-06-16,12.32,CLIC
2007-06-17,5.98,CLIC
2007-06-18,5.94,CLIC
2007-06-19,9.41,CLIC
2007-06-20,5.65,CLIC
2007-06-21,2.3,CLIC
2007-06-22,2.55,CLIC
2007-06-23,4.17,CLIC
2007-06-24,6.28,CLIC
2007-06-25,7.15,CLIC
2007-06-26,7.65,CLIC
2007-06-27,5.85,CLIC
2007-06-28,5.75,CLIC
2007-06-29,6.25,CLIC
2007-06-30,4.6,CLIC
2007-07-01,6.23,CLIC
2007-07-02,6.12,CLIC
2007-07-03,5.77,CLIC
2007-07-04,4.23,CLIC
2007-07-05,2.42,CLIC
2007-07-06,6.4,CLIC
2007-07-07,4.62,CLIC
2007-07-08,6.08,CLIC
2007-07-09,7.52,CLIC
2007-07-10,6.66,CLIC
2007-07-11,8.15,CLIC
2007-07-12,6.05,CLIC
2007-07-13,6.78,CLIC
2007-07-14,7.12,CLIC
2007-07-15,4.55,CLIC
2007-07-16,5.9,CLIC
2007-07-17,5.8,CLIC
2007-07-18,2.8,CLIC
2007-07-19,2.6,CLIC
2007-07-20,2.59,CLIC
2007-07-21,2.21,CLIC
2007-07-22,3.3,CLIC
2007-07-23,3.5,CLIC
2007-07-24,5.92,CLIC
2007-07-25,7.63,CLIC
2007-07-26,5.45,CLIC
2007-07-27,2.79,CLIC
2007-07-28,6.24,CLIC
2007-07-29,2.94,CLIC
2007-07-30,4.08,CLIC
2007-07-31,5.93,CLIC
2007-08-01,7.12,CLIC
2007-08-02,6.8,CLIC
2007-08-03,6.15,CLIC
2007-08-04,6.75,CLIC
2007-08-05,6.92,CLIC
2007-08-06,9.13,CLIC
2007-08-07,7.6,CLIC
2007-08-08,5.77,CLIC
2007-08-09,7.34,CLIC
2007-08-10,5.93,CLIC
2007-08-11,7.03,CLIC
2007-08-12,7.52,CLIC
2007-08-13,8.73,CLIC
2007-08-14,8.75,CLIC
2007-08-15,7.56,CLIC
2007-08-16,6.78,CLIC
2007-08-17,8.68,CLIC
2007-08-18,7.66,CLIC
2007-08-19,8.58,CLIC
2007-08-20,4.74,CLIC
2007-08-21,6.5,CLIC
2007-08-22,4,CLIC
2007-08-23,3.5,CLIC
2007-08-24,6.97,CLIC
2007-08-25,6.56,CLIC
2007-08-27,4.3,CLIC
2007-08-28,3.5,CLIC
2007-10-01,4.82,CLIC
2007-10-02,3.98,CLIC
2007-10-03,1.8,CLIC
2007-10-04,5.46,CLIC
2007-10-05,3.66,CLIC
2007-10-06,2.16,CLIC
2007-10-07,3.92,CLIC
2007-10-08,3.45,CLIC
2007-10-09,2.97,CLIC
2007-10-10,4.21,CLIC
2007-10-11,3.5,CLIC
2007-10-12,2.17,CLIC
2007-10-13,3.9,CLIC
2007-10-14,5.5,CLIC
2007-10-15,1.17,CLIC
2007-10-16,3.2,CLIC
2007-10-17,4.53,CLIC
2007-10-18,3.33,CLIC
2007-10-19,4.34,CLIC
2007-10-20,3.94,CLIC
2007-10-21,5.06,CLIC
2007-10-22,5.16,CLIC
2007-10-23,3.98,CLIC
2007-10-24,3.41,CLIC
2007-10-25,5.65,CLIC
2007-10-26,3.98,CLIC
2007-10-27,2.92,CLIC
2007-10-28,5.05,CLIC
2007-10-29,3.58,CLIC
2007-10-30,2.12,CLIC
2007-10-31,3.04,CLIC
2007-11-01,3.31,CLIC
2007-11-02,2.12,CLIC
2007-11-03,2.01,CLIC
2007-11-04,1.17,CLIC
2007-11-05,1.25,CLIC
2007-11-06,3.65,CLIC
2007-11-07,1.5,CLIC
2007-11-08,3.44,CLIC
2007-11-09,2.74,CLIC
2007-11-10,1.38,CLIC
2007-11-11,3.64,CLIC
2007-11-12,1.4,CLIC
2007-11-13,1.4,CLIC
2007-11-14,5.41,CLIC
2007-11-15,1.91,CLIC
2007-11-16,2.06,CLIC
2007-11-17,1.01,CLIC
2007-11-18,1.73,CLIC
2007-11-19,2.23,CLIC
2007-11-20,2.01,CLIC
2007-11-21,2.01,CLIC
2007-11-22,1.83,CLIC
2007-11-23,1.1,CLIC
2007-11-24,0.5,CLIC
2007-11-25,3.43,CLIC
2007-11-26,1.63,CLIC
2007-11-27,2.56,CLIC
2007-11-28,2.68,CLIC
2007-11-29,2.7,CLIC
2007-11-30,2.47,CLIC
2007-12-01,1.63,CLIC
2007-12-02,2.48,CLIC
2007-12-03,2.22,CLIC
2007-12-04,1.8,CLIC
2007-12-05,2.47,CLIC
2007-12-06,2.16,CLIC
2007-12-07,1.86,CLIC
2007-12-08,2.84,CLIC
2007-12-09,1.83,CLIC
2007-12-10,3.33,CLIC
2007-12-11,2.01,CLIC
2007-12-12,0.73,CLIC
2007-12-13,1.26,CLIC
2007-12-14,1,CLIC
2007-12-15,3,CLIC
2007-12-16,3.1,CLIC
2007-12-17,1.9,CLIC
2007-12-18,2.8,CLIC
2007-12-19,3.1,CLIC
2007-12-20,3.35,CLIC
2007-12-21,3,CLIC
2007-12-22,4.89,CLIC
2007-12-23,1.46,CLIC
2007-12-24,1.92,CLIC
2007-12-25,3.6,CLIC
2007-12-26,2.78,CLIC
2007-12-27,2.93,CLIC
2007-12-28,3.3,CLIC
2007-12-29,0.69,CLIC
2007-12-30,3.23,CLIC
2007-12-31,2.73,CLIC
2008-01-01,0.87,CLIC
2008-01-02,3.58,CLIC
2008-01-03,0.77,CLIC
2008-01-04,3.15,CLIC
2008-01-05,2.16,CLIC
2008-01-06,1.31,CLIC
2008-01-07,3.46,CLIC
2008-01-08,4.99,CLIC
2008-01-09,0.52,CLIC
2008-01-10,1.99,CLIC
2008-01-11,4.56,CLIC
2008-01-12,3.26,CLIC
2008-01-13,1.73,CLIC
2008-01-14,0.03,CLIC
2008-01-15,1.94,CLIC
2008-01-16,1.87,CLIC
2008-01-17,0.33,CLIC
2008-01-18,0.2,CLIC
2008-01-19,0.21,CLIC
2008-01-20,0.99,CLIC
2008-01-21,1.99,CLIC
2008-01-22,0.81,CLIC
2008-01-23,1.36,CLIC
2008-01-24,0.05,CLIC
2008-01-25,1.03,CLIC
2008-01-26,0.96,CLIC
2008-01-27,2.09,CLIC
2008-01-28,2.35,CLIC
2008-01-29,4.66,CLIC
2008-01-30,1.02,CLIC
2008-01-31,5.31,CLIC
2008-02-01,2.57,CLIC
2008-02-02,2.97,CLIC
2008-02-03,3.58,CLIC
2008-02-04,3.55,CLIC
2008-02-05,6.4,CLIC
2008-02-06,4.76,CLIC
2008-02-07,2.81,CLIC
2008-02-08,4.06,CLIC
2008-02-09,4.51,CLIC
2008-02-10,1.96,CLIC
2008-02-11,2.55,CLIC
2008-02-12,3.39,CLIC
2008-02-13,2.87,CLIC
2008-02-14,4.04,CLIC
2008-02-15,1.58,CLIC
2008-02-16,5.27,CLIC
2008-02-17,5.01,CLIC
2008-02-18,0.47,CLIC
2008-02-19,0.44,CLIC
2008-02-20,0.98,CLIC
2008-02-21,2.9,CLIC
2008-02-22,4.76,CLIC
2008-02-23,5.21,CLIC
2008-02-24,4.21,CLIC
2008-02-25,4.42,CLIC
2008-02-26,4.4,CLIC
2008-02-27,5.2,CLIC
2008-02-28,3.97,CLIC
2008-02-29,2.71,CLIC
2008-03-01,3.84,CLIC
2008-03-02,5.88,CLIC
2008-03-03,5.35,CLIC
2008-03-04,3.95,CLIC
2008-03-05,5.65,CLIC
2008-03-06,6.01,CLIC
2008-03-07,3.61,CLIC
2008-03-08,4.58,CLIC
2008-03-09,5.32,CLIC
2008-03-10,4.19,CLIC
2008-03-11,4.13,CLIC
2008-03-12,3.73,CLIC
2008-03-13,5.45,CLIC
2008-03-14,4.95,CLIC
2008-03-15,5.74,CLIC
2008-03-16,5.31,CLIC
2008-03-17,4.35,CLIC
2008-03-18,8.07,CLIC
2008-03-19,8.48,CLIC
2008-03-20,4.67,CLIC
2008-03-21,5.09,CLIC
2008-03-22,4.22,CLIC
2008-03-23,5.22,CLIC
2008-03-24,2.1,CLIC
2008-03-25,3.66,CLIC
2008-03-26,3.64,CLIC
2008-03-27,3.5,CLIC
2008-03-28,4.1,CLIC
2008-03-29,3.98,CLIC
2008-03-30,4.3,CLIC
2008-03-31,4.02,CLIC
2008-04-01,3.4,CLIC
2008-04-02,4.3,CLIC
2008-04-03,2.65,CLIC
2008-04-04,8.25,CLIC
2008-04-05,7.29,CLIC
2008-04-06,5.73,CLIC
2008-04-07,7.98,CLIC
2008-04-08,6.9,CLIC
2008-04-09,6.4,CLIC
2008-04-10,7.9,CLIC
2008-04-11,6.31,CLIC
2008-04-12,5.57,CLIC
2008-04-13,6.44,CLIC
2008-04-14,7.38,CLIC
2008-04-15,2.96,CLIC
2008-04-16,4.88,CLIC
2008-04-17,6.94,CLIC
2008-04-18,8.89,CLIC
2008-04-19,6.16,CLIC
2008-04-20,6.36,CLIC
2008-04-21,7.61,CLIC
2008-04-22,5.4,CLIC
2008-04-23,5.95,CLIC
2008-04-24,6.25,CLIC
2008-04-25,5.24,CLIC
2008-04-26,0.96,CLIC
2008-04-27,4.65,CLIC
2008-04-28,3.4,CLIC
2008-04-29,6.98,CLIC
2008-04-30,6.47,CLIC
2008-05-01,6.86,CLIC
2008-05-02,10.24,CLIC
2008-05-03,7,CLIC
2008-05-04,1.1,CLIC
2008-05-05,0.78,CLIC
2008-05-06,2.44,CLIC
2008-05-07,4.79,CLIC
2008-05-08,7.56,CLIC
