Estación: ,C19087,ZARAGOZA. ZARAGOZA
2000-10-07,5,CLIC
2000-10-08,0,CLIC
2000-10-09,0,CLIC
2000-10-10,0,CLIC
2000-10-11,0,CLIC
2000-10-12,0,CLIC
2000-10-13,1,CLIC
2000-10-14,0,CLIC
2000-10-15,0,CLIC
2000-10-16,0,CLIC
2000-10-17,0,CLIC
2000-10-18,0,CLIC
2000-10-19,0,CLIC
2000-10-20,0,CLIC
2000-10-21,3,CLIC
2000-10-22,0,CLIC
2000-10-23,0,CLIC
2000-10-24,0,CLIC
2000-10-25,0,CLIC
2000-10-26,0,CLIC
2000-10-27,0,CLIC
2000-10-28,0,CLIC
2000-10-29,0,CLIC
2000-10-30,0,CLIC
2000-10-31,0,CLIC
2000-11-01,0,CLIC
2000-11-02,0,CLIC
2000-11-03,0,CLIC
2000-11-04,0,CLIC
2000-11-05,0,CLIC
2000-11-06,0,CLIC
2000-11-07,0,CLIC
2000-11-08,0,CLIC
2000-11-09,0,CLIC
2000-11-10,0,CLIC
2000-11-11,0,CLIC
2000-11-12,0,CLIC
2000-11-13,2,CLIC
2000-11-14,0,CLIC
2000-11-15,0,CLIC
2000-11-16,0,CLIC
2000-11-17,0,CLIC
2000-11-18,0,CLIC
2000-11-19,0,CLIC
2000-11-20,0,CLIC
2000-11-21,1,CLIC
2000-11-22,0,CLIC
2000-11-23,0,CLIC
2000-11-24,0,CLIC
2000-11-25,0,CLIC
2000-11-26,0,CLIC
2000-11-27,2,CLIC
2000-11-28,0,CLIC
2000-11-29,0,CLIC
2000-11-30,0,CLIC
2013-09-01,0,CLIC
2013-09-02,0,CLIC
2013-09-03,0,CLIC
2013-09-04,11,CLIC
2013-09-05,16,CLIC
2013-09-06,18,CLIC
2013-09-07,4,CLIC
2013-09-08,3,CLIC
2013-09-09,0,CLIC
2013-09-10,1,CLIC
2013-09-11,9,CLIC
2013-09-12,5,CLIC
2013-09-13,41,CLIC
2013-09-14,71,CLIC
2013-09-15,59,CLIC
2013-09-16,132,CLIC
2013-09-17,7,CLIC
2013-09-18,0,CLIC
2013-09-19,0,CLIC
2013-09-20,25,CLIC
2013-09-21,4,CLIC
2013-09-22,1,CLIC
2013-09-23,0,CLIC
2013-09-24,0,CLIC
2013-09-25,0,CLIC
2013-09-26,0,CLIC
2013-09-27,2,CLIC
2013-09-28,0,CLIC
2013-09-29,0,CLIC
2013-09-30,10,CLIC
2013-10-01,0,CLIC
2013-10-02,5,CLIC
2013-10-03,0,CLIC
2013-10-04,0,CLIC
2013-10-05,0,CLIC
2013-10-06,4,CLIC
2013-10-07,0,CLIC
2013-10-08,0,CLIC
2013-10-09,0,CLIC
2013-10-10,0,CLIC
2013-10-11,0,CLIC
2013-10-12,37,CLIC
2013-10-13,0,CLIC
2013-10-14,0,CLIC
2013-10-15,0,CLIC
2013-10-16,0,CLIC
2013-10-17,1,CLIC
2013-10-18,2,CLIC
2013-10-19,10,CLIC
2013-10-20,0,CLIC
2013-10-21,0,CLIC
2013-10-22,0,CLIC
2013-10-23,0,CLIC
2013-10-24,0,CLIC
2013-10-25,0,CLIC
2013-10-26,0,CLIC
2013-10-27,0,CLIC
2013-10-28,0,CLIC
2013-10-29,0,CLIC
2013-10-30,0,CLIC
2013-10-31,6,CLIC
2013-11-01,0,CLIC
2013-11-02,0,CLIC
2013-11-03,0,CLIC
2013-11-04,0,CLIC
2013-11-05,0,CLIC
2013-11-06,7,CLIC
2013-11-07,2,CLIC
2013-11-08,0,CLIC
2013-11-09,0,CLIC
2013-11-10,1,CLIC
2013-11-11,2,CLIC
2013-11-12,1,CLIC
2013-11-13,1,CLIC
2013-11-14,0,CLIC
2013-11-15,0,CLIC
2013-11-16,1,CLIC
2013-11-17,0,CLIC
2013-11-18,0,CLIC
2013-11-19,0,CLIC
2013-11-20,0,CLIC
2013-11-21,0,CLIC
2013-11-22,1,CLIC
2013-11-23,10,CLIC
2013-11-24,0,CLIC
2013-11-25,6,CLIC
2013-11-26,0,CLIC
2013-11-27,0,CLIC
2013-11-28,0,CLIC
2013-11-29,0,CLIC
2013-11-30,0,CLIC
