Estación: ,C19162,VISTA HERMOSA. LINARES
2011-09-10,6.83,CLIC
2011-09-11,7.22,CLIC
2011-09-12,7.16,CLIC
2011-09-13,7.05,CLIC
2011-09-14,6.42,CLIC
2011-09-15,7.55,CLIC
2011-09-16,6.48,CLIC
2011-09-17,7.62,CLIC
2011-09-18,2.38,CLIC
2011-09-19,4.65,CLIC
2011-09-20,8.19,CLIC
2011-09-21,5.57,CLIC
2011-09-22,5.94,CLIC
2011-09-23,5.9,CLIC
2011-09-24,6.2,CLIC
2011-09-25,7.9,CLIC
2011-09-26,4.1,CLIC
2011-09-27,3.9,CLIC
2011-09-28,6,CLIC
2011-09-29,4.34,CLIC
2011-09-30,1.4,CLIC
2011-10-01,2.6,CLIC
2011-10-02,1.15,CLIC
2011-10-03,1.44,CLIC
2011-10-04,2.71,CLIC
2011-10-05,4.3,CLIC
2011-10-06,4.83,CLIC
2011-10-07,6.44,CLIC
2011-10-08,2.63,CLIC
2011-10-09,5.25,CLIC
2011-10-11,3.5,CLIC
2011-10-12,2.6,CLIC
2011-10-13,2.06,CLIC
2011-10-14,3.98,CLIC
2011-10-15,4.69,CLIC
2011-10-16,3.26,CLIC
2011-10-17,5.07,CLIC
2011-10-18,4.64,CLIC
2011-10-19,4.15,CLIC
2011-10-20,3.82,CLIC
2011-10-21,5.45,CLIC
2011-10-22,3.49,CLIC
2011-10-23,6.62,CLIC
2011-10-24,5.27,CLIC
2011-10-25,4.69,CLIC
2011-10-26,5.17,CLIC
2011-10-27,5.1,CLIC
2011-10-28,1.67,CLIC
2011-10-29,3.58,CLIC
2011-10-30,4.77,CLIC
2011-10-31,1.9,CLIC
2011-11-01,3.43,CLIC
2011-11-02,6.6,CLIC
2011-11-03,5.61,CLIC
2011-11-04,3.12,CLIC
2011-11-05,2.37,CLIC
2011-11-06,2.37,CLIC
2011-11-07,1.05,CLIC
2011-11-08,1,CLIC
2011-11-09,2.17,CLIC
2011-11-10,4.11,CLIC
2011-11-11,3.97,CLIC
2011-11-12,3.29,CLIC
2011-11-13,3.8,CLIC
2011-11-14,5.06,CLIC
2011-11-15,1.38,CLIC
2011-11-16,5.06,CLIC
2011-11-17,3.46,CLIC
2011-11-18,1.66,CLIC
2011-11-19,3.81,CLIC
2011-11-20,5.73,CLIC
2011-11-21,2.53,CLIC
2011-11-22,3.75,CLIC
2011-11-23,4.57,CLIC
2011-11-24,3.1,CLIC
2011-11-25,2.93,CLIC
2011-11-26,5.23,CLIC
2011-11-27,1.89,CLIC
2011-11-28,2,CLIC
2011-11-29,3.23,CLIC
2011-11-30,3.42,CLIC
2011-12-01,3.93,CLIC
2011-12-02,3.5,CLIC
2011-12-03,3.78,CLIC
2011-12-04,2.9,CLIC
2011-12-05,0.84,CLIC
2011-12-06,1.17,CLIC
2011-12-07,1.02,CLIC
2011-12-08,1.56,CLIC
2011-12-09,0.47,CLIC
2011-12-10,2.28,CLIC
2011-12-11,0.96,CLIC
2011-12-12,1,CLIC
2011-12-13,0.93,CLIC
2011-12-14,2.61,CLIC
2011-12-15,0.63,CLIC
2011-12-16,0.91,CLIC
2011-12-17,1.08,CLIC
2011-12-18,0.49,CLIC
2011-12-19,1.36,CLIC
2011-12-20,1.13,CLIC
2011-12-21,1.7,CLIC
2011-12-22,2,CLIC
2011-12-23,2.42,CLIC
2011-12-24,0.72,CLIC
2011-12-25,1.06,CLIC
2011-12-26,0.56,CLIC
2011-12-27,0.71,CLIC
2011-12-28,3.54,CLIC
2011-12-29,3.13,CLIC
2011-12-30,2.7,CLIC
2011-12-31,3.21,CLIC
2012-01-01,2.63,CLIC
2012-01-02,1.4,CLIC
2012-01-03,1.58,CLIC
2012-01-04,3.19,CLIC
2012-01-05,3.02,CLIC
2012-01-06,2.32,CLIC
2012-01-07,2.71,CLIC
2012-01-08,2.03,CLIC
2012-01-09,2.81,CLIC
2012-01-10,2.44,CLIC
2012-01-11,3.71,CLIC
2012-01-12,1.77,CLIC
2012-01-13,1.8,CLIC
2012-01-14,2.64,CLIC
2012-01-15,1.89,CLIC
2012-01-16,2.83,CLIC
2012-01-17,4.15,CLIC
2012-01-18,2.78,CLIC
2012-01-19,2.57,CLIC
2012-01-20,3.25,CLIC
2012-01-21,2.68,CLIC
2012-01-22,3.12,CLIC
2012-01-23,1.78,CLIC
2012-01-24,4.14,CLIC
2012-01-25,4.09,CLIC
2012-01-26,2.98,CLIC
2012-01-27,5.33,CLIC
2012-01-28,2.36,CLIC
2012-01-29,1.2,CLIC
2012-01-30,0.53,CLIC
2012-01-31,1.05,CLIC
2012-02-01,2.59,CLIC
2012-02-02,5.12,CLIC
2012-02-03,2.28,CLIC
2012-02-04,3.22,CLIC
2012-02-05,1.36,CLIC
2012-02-06,1.14,CLIC
2012-02-07,0.25,CLIC
2012-02-08,2.7,CLIC
2012-02-09,1.93,CLIC
2012-02-10,1.04,CLIC
2012-02-11,1.58,CLIC
2012-02-12,1.5,CLIC
2012-02-13,0.3,CLIC
2012-02-14,1.52,CLIC
2012-02-15,1.23,CLIC
2012-02-16,4.2,CLIC
2012-02-17,1.25,CLIC
2012-02-18,0.99,CLIC
2012-02-19,1.44,CLIC
2012-02-20,3.45,CLIC
2012-02-21,2.54,CLIC
2012-02-22,2.99,CLIC
2012-02-23,3.09,CLIC
2012-02-24,3.6,CLIC
2012-02-25,0.63,CLIC
2012-02-26,3.82,CLIC
2012-02-27,2.47,CLIC
2012-02-28,6.18,CLIC
2012-02-29,3.35,CLIC
2012-03-01,3.55,CLIC
2012-03-02,4.09,CLIC
2012-03-03,3.88,CLIC
2012-03-04,6.12,CLIC
2012-03-05,4.13,CLIC
2012-03-06,5.68,CLIC
2012-03-07,4.4,CLIC
2012-03-08,3.92,CLIC
2012-03-09,2.13,CLIC
2012-03-10,2.8,CLIC
2012-03-11,2.45,CLIC
2012-03-12,1.7,CLIC
2012-03-13,3.4,CLIC
2012-03-14,5.22,CLIC
2012-03-15,1.3,CLIC
2012-03-16,4.4,CLIC
2012-03-17,2.78,CLIC
2012-03-18,2.57,CLIC
2012-03-19,5.27,CLIC
2012-03-20,6,CLIC
2012-03-21,5.13,CLIC
2012-03-22,6.41,CLIC
2012-03-23,4.93,CLIC
2012-03-24,5.73,CLIC
2012-03-25,3.18,CLIC
2012-03-26,3.15,CLIC
2012-03-27,5.99,CLIC
2012-03-28,2.76,CLIC
2012-03-29,2.1,CLIC
2012-03-30,1.6,CLIC
2012-03-31,5.34,CLIC
2012-04-01,3.69,CLIC
2012-04-02,5.73,CLIC
2012-04-03,8.04,CLIC
2012-04-04,4.78,CLIC
2012-04-05,6.7,CLIC
2012-04-06,1.94,CLIC
2012-04-07,3.56,CLIC
2012-04-08,2.69,CLIC
2012-04-09,2.98,CLIC
2012-04-10,2.45,CLIC
2012-04-11,2,CLIC
2012-04-12,1.1,CLIC
2012-04-13,3.2,CLIC
2012-04-14,5.55,CLIC
2012-04-15,6.76,CLIC
2012-04-16,2.09,CLIC
2012-04-17,1.94,CLIC
2012-04-18,5.97,CLIC
2012-04-19,2.04,CLIC
2012-04-20,3.9,CLIC
2012-04-21,8.73,CLIC
2012-04-22,5.45,CLIC
2012-04-23,7.75,CLIC
2012-04-24,7.77,CLIC
2012-04-25,6.62,CLIC
2012-04-26,6.78,CLIC
2012-04-27,8.43,CLIC
2012-04-28,4.52,CLIC
2012-04-29,2.95,CLIC
2012-04-30,4.5,CLIC
2012-05-01,5.21,CLIC
2012-05-02,0.34,CLIC
2012-05-03,2.81,CLIC
2012-05-04,3.49,CLIC
2012-05-05,7.75,CLIC
2012-05-06,5.21,CLIC
2012-05-07,7.58,CLIC
2012-05-08,4.11,CLIC
2012-05-09,0.15,CLIC
2012-05-10,5.89,CLIC
2012-05-11,8.42,CLIC
2012-05-12,4.29,CLIC
2012-05-13,5.52,CLIC
2012-05-14,4.58,CLIC
2012-05-15,2.09,CLIC
2012-05-16,5.21,CLIC
2012-05-17,5.9,CLIC
2012-05-18,5.42,CLIC
2012-05-19,7.35,CLIC
2012-05-20,7.13,CLIC
2012-05-21,6.98,CLIC
2012-05-22,9.23,CLIC
2012-05-23,9.26,CLIC
2012-05-24,10.12,CLIC
2012-05-25,7.37,CLIC
2012-05-26,7.77,CLIC
2012-05-27,10.09,CLIC
2012-05-28,2.48,CLIC
2012-05-29,1.13,CLIC
2012-05-30,16.57,CLIC
2012-05-31,5.74,CLIC
2012-06-01,6.23,CLIC
2012-06-02,6.87,CLIC
2012-06-03,4.3,CLIC
2012-06-04,6.25,CLIC
2012-06-05,3.79,CLIC
2012-06-06,8.36,CLIC
2012-06-07,6.8,CLIC
2012-06-08,7.86,CLIC
2012-06-09,7.51,CLIC
2012-06-10,8.88,CLIC
2012-06-11,9.8,CLIC
2012-06-12,10.42,CLIC
2012-06-13,8.7,CLIC
2012-06-15,3.9,CLIC
2012-06-16,8.85,CLIC
2012-06-17,7.38,CLIC
2012-06-18,6.12,CLIC
2012-06-19,6.38,CLIC
2012-06-20,7.78,CLIC
2012-06-21,7.55,CLIC
2012-06-22,2.34,CLIC
2012-06-23,7.71,CLIC
2012-06-24,6.6,CLIC
2012-06-25,10.4,CLIC
2012-06-26,8.97,CLIC
2012-06-27,7.58,CLIC
2012-06-28,9.18,CLIC
2012-06-29,2.9,CLIC
2012-06-30,8.5,CLIC
2012-07-01,3.1,CLIC
2012-07-02,4.09,CLIC
2012-07-03,4.52,CLIC
2012-07-04,2.67,CLIC
2012-07-05,7.59,CLIC
2012-07-06,6.68,CLIC
2012-07-07,10.17,CLIC
2012-07-08,6.88,CLIC
2012-07-09,9.1,CLIC
2012-07-10,9.1,CLIC
2012-07-11,7.78,CLIC
2012-07-12,5.22,CLIC
2012-07-13,9.5,CLIC
2012-07-14,4.18,CLIC
2012-07-15,9.42,CLIC
2012-07-16,6.93,CLIC
2012-07-17,2.79,CLIC
2012-07-18,5.88,CLIC
2012-07-19,4.81,CLIC
2012-07-20,5.49,CLIC
2012-07-21,8.8,CLIC
2012-07-22,7.8,CLIC
2012-07-23,9.2,CLIC
2012-07-24,6.99,CLIC
2012-07-25,5.1,CLIC
2012-07-26,3.5,CLIC
2012-07-27,8.27,CLIC
2012-07-28,7.9,CLIC
2012-07-29,7.74,CLIC
2012-07-30,9.74,CLIC
2012-07-31,7.73,CLIC
2012-08-01,8.62,CLIC
2012-08-02,9.4,CLIC
2012-08-03,8.96,CLIC
2012-08-04,7.31,CLIC
2012-08-05,5.99,CLIC
2012-08-06,6.5,CLIC
2012-08-07,6.5,CLIC
2012-08-08,7.4,CLIC
2012-08-09,4.74,CLIC
2012-08-10,8.99,CLIC
2012-08-11,9.26,CLIC
2012-08-12,5.87,CLIC
2012-08-13,4.66,CLIC
2012-08-14,5.38,CLIC
2012-08-15,8.7,CLIC
2012-08-16,9.55,CLIC
2012-08-17,9.95,CLIC
2012-08-18,7.72,CLIC
2012-08-21,8.32,CLIC
2012-08-22,6.21,CLIC
2012-08-23,5.75,CLIC
2012-08-24,6.98,CLIC
2012-08-25,7.03,CLIC
2012-08-26,5.91,CLIC
2012-08-27,7.4,CLIC
2012-08-28,5.48,CLIC
2012-08-29,2.74,CLIC
2012-08-30,3.58,CLIC
2012-08-31,7.43,CLIC
2012-11-01,3.57,CLIC
2012-11-02,3.58,CLIC
2012-11-03,3.42,CLIC
2012-11-04,2.4,CLIC
2012-11-05,1.27,CLIC
2012-11-06,3.46,CLIC
2012-11-07,2.17,CLIC
2012-11-08,2.87,CLIC
2012-11-09,5.15,CLIC
2012-11-10,3.86,CLIC
2012-11-11,4.9,CLIC
2012-11-12,3.73,CLIC
2012-11-14,1.35,CLIC
2012-11-15,0.1,CLIC
2012-11-16,1.49,CLIC
2012-11-17,1.5,CLIC
2012-11-18,2,CLIC
2012-11-19,1.9,CLIC
2012-11-20,1.5,CLIC
2012-11-22,1.06,CLIC
2012-11-26,8.37,CLIC
2012-11-28,2.17,CLIC
2012-11-29,1.25,CLIC
2012-11-30,1.13,CLIC
2012-12-01,1.14,CLIC
2012-12-02,2.35,CLIC
2012-12-03,1.34,CLIC
2012-12-04,1.13,CLIC
2012-12-06,3.24,CLIC
2012-12-07,1.18,CLIC
2012-12-08,1.39,CLIC
2012-12-09,2.98,CLIC
2012-12-10,2.01,CLIC
2012-12-11,1.94,CLIC
2012-12-12,1.61,CLIC
2012-12-13,0.82,CLIC
2012-12-15,2.49,CLIC
2012-12-16,2.12,CLIC
2012-12-17,0.66,CLIC
2012-12-18,0.81,CLIC
2012-12-19,3.37,CLIC
2012-12-20,2.22,CLIC
2012-12-21,3.12,CLIC
2012-12-22,2.02,CLIC
2012-12-23,1.85,CLIC
2012-12-24,0.55,CLIC
2012-12-25,2.6,CLIC
2012-12-26,2.68,CLIC
2012-12-27,2.25,CLIC
2012-12-28,1.67,CLIC
2012-12-29,0.9,CLIC
2012-12-30,1.66,CLIC
2012-12-31,2.39,CLIC
2013-01-01,15.52,CLIC
2013-01-03,11.5,CLIC
2013-01-07,0.97,CLIC
2013-01-08,12.5,CLIC
2013-01-10,0.63,CLIC
2013-01-11,2.32,CLIC
2013-01-12,1.44,CLIC
2013-01-13,2.24,CLIC
2013-01-14,2.17,CLIC
2013-01-15,3.35,CLIC
2013-01-16,1.74,CLIC
2013-01-17,1.26,CLIC
2013-01-18,2.76,CLIC
2013-01-19,2.34,CLIC
2013-01-20,1.83,CLIC
2013-01-21,0.58,CLIC
2013-01-22,1.94,CLIC
2013-01-23,6.07,CLIC
2013-01-25,1.81,CLIC
2013-01-26,2.35,CLIC
2013-01-27,3.61,CLIC
2013-01-28,3.03,CLIC
2013-01-29,3.42,CLIC
2013-01-30,5.12,CLIC
2013-01-31,3.57,CLIC
2013-02-01,0.9,CLIC
2013-02-02,4.95,CLIC
2013-02-03,1.14,CLIC
2013-02-04,1.5,CLIC
2013-02-05,0.75,CLIC
2013-02-06,3.83,CLIC
2013-02-07,2.82,CLIC
2013-02-08,1.6,CLIC
2013-02-09,1.71,CLIC
2013-02-10,3.08,CLIC
2013-02-11,5.48,CLIC
2013-02-12,4,CLIC
2013-02-13,3.49,CLIC
2013-02-14,4.14,CLIC
2013-02-15,3.51,CLIC
2013-02-16,2.17,CLIC
2013-02-17,1.18,CLIC
2013-02-18,5.44,CLIC
2013-02-19,3.03,CLIC
2013-02-20,2.93,CLIC
2013-02-21,4.44,CLIC
2013-02-22,4.61,CLIC
2013-02-23,4.32,CLIC
2013-02-24,2.26,CLIC
2013-02-25,1.1,CLIC
2013-02-26,7.51,CLIC
2013-02-27,5.18,CLIC
2013-02-28,2.7,CLIC
2013-03-01,1.8,CLIC
2013-03-02,6.68,CLIC
2013-03-03,4.82,CLIC
2013-03-04,4.73,CLIC
2013-03-05,5.24,CLIC
2013-03-06,5.08,CLIC
2013-03-07,4.68,CLIC
2013-03-08,2.69,CLIC
2013-03-09,3.21,CLIC
2013-03-10,4.64,CLIC
2013-03-11,7.13,CLIC
2013-03-12,3.94,CLIC
2013-03-13,4.96,CLIC
2013-03-14,5.01,CLIC
2013-03-15,4.64,CLIC
2013-03-16,6.6,CLIC
2013-03-17,4.12,CLIC
2013-03-18,4.73,CLIC
2013-03-19,5.06,CLIC
2013-03-20,6.93,CLIC
2013-03-22,1.05,CLIC
2013-03-23,3.59,CLIC
2013-03-24,6.01,CLIC
2013-03-25,5.97,CLIC
2013-03-28,2.54,CLIC
2013-03-29,3.16,CLIC
2013-03-30,1.75,CLIC
2013-03-31,4,CLIC
2013-04-01,6.25,CLIC
2013-04-02,3.93,CLIC
2013-04-03,4.53,CLIC
2013-04-05,2.76,CLIC
2013-04-06,6.11,CLIC
2013-04-07,4.83,CLIC
2013-04-08,5.33,CLIC
2013-04-09,5.98,CLIC
2013-04-10,11,CLIC
2013-04-11,7.69,CLIC
2013-04-12,5.65,CLIC
2013-04-13,4.3,CLIC
2013-04-14,2.1,CLIC
2013-04-15,5.36,CLIC
2013-04-16,2.34,CLIC
2013-04-17,8.57,CLIC
2013-04-18,8.38,CLIC
2013-04-19,9.18,CLIC
2013-04-20,5.32,CLIC
2013-04-21,6.85,CLIC
2013-04-22,5.41,CLIC
2013-04-23,7.59,CLIC
2013-04-26,0.52,CLIC
2013-04-27,4.56,CLIC
2013-04-28,2.72,CLIC
2013-04-29,6.44,CLIC
2013-05-01,11.54,CLIC
2013-05-02,1.06,CLIC
2013-05-03,2.2,CLIC
2013-05-04,6.06,CLIC
2013-05-05,3.01,CLIC
2013-05-06,7.09,CLIC
2013-05-07,2.51,CLIC
2013-05-08,4.4,CLIC
2013-05-09,4.8,CLIC
2013-05-13,1.75,CLIC
2013-05-14,4.11,CLIC
2013-05-15,3.46,CLIC
2013-05-16,5.89,CLIC
2013-05-17,6.5,CLIC
2013-05-18,5.88,CLIC
2013-05-19,7.09,CLIC
2013-05-20,4.24,CLIC
2013-05-21,5.38,CLIC
2013-05-22,2.58,CLIC
2013-05-23,7.5,CLIC
2013-05-24,1.87,CLIC
2013-05-25,4.53,CLIC
2013-05-26,4.07,CLIC
2013-05-27,7.11,CLIC
2013-05-28,8.55,CLIC
2013-05-29,3.82,CLIC
2013-05-30,5.37,CLIC
2013-05-31,5.92,CLIC
2013-06-01,8.37,CLIC
2013-06-02,5.73,CLIC
2013-06-03,7.02,CLIC
2013-06-04,9.65,CLIC
2013-06-05,3.91,CLIC
2013-06-06,10.32,CLIC
2013-06-07,10.17,CLIC
2013-06-08,1.13,CLIC
2013-06-10,4.93,CLIC
2013-06-12,1.85,CLIC
2013-06-13,1.06,CLIC
2013-06-14,4.11,CLIC
2013-06-15,5.73,CLIC
2013-06-16,5.95,CLIC
2013-06-17,9.06,CLIC
2013-06-18,6.23,CLIC
2013-06-19,7.91,CLIC
2013-06-20,5.84,CLIC
2013-06-21,9.36,CLIC
2013-06-22,5.52,CLIC
2013-06-23,7.66,CLIC
2013-06-24,8.93,CLIC
2013-06-25,5.01,CLIC
2013-06-26,6.95,CLIC
2013-06-27,6.98,CLIC
2013-06-28,7.97,CLIC
2013-06-29,5.7,CLIC
2013-06-30,10.11,CLIC
2013-07-01,5.66,CLIC
2013-07-02,4.1,CLIC
2013-07-03,1.31,CLIC
2013-07-04,6.28,CLIC
2013-07-05,5.67,CLIC
2013-07-06,3.5,CLIC
2013-07-07,3.65,CLIC
2013-07-08,1.84,CLIC
2013-07-09,5.63,CLIC
2013-07-10,7.05,CLIC
2013-07-11,8.72,CLIC
2013-07-12,7.93,CLIC
2013-07-13,6.54,CLIC
2013-07-14,8.86,CLIC
2013-07-16,5.1,CLIC
2013-07-18,4,CLIC
2013-07-20,1.15,CLIC
2013-07-21,2.05,CLIC
2013-07-22,3.4,CLIC
2013-07-23,7.8,CLIC
2013-07-24,5.6,CLIC
2013-07-25,7.28,CLIC
2013-07-26,7.17,CLIC
2013-07-27,6.47,CLIC
2013-07-28,7.54,CLIC
2013-07-29,7.34,CLIC
2013-07-30,8.03,CLIC
2013-07-31,7.29,CLIC
2013-08-01,7.06,CLIC
2013-08-02,6.95,CLIC
2013-08-03,5.24,CLIC
2013-08-04,7.31,CLIC
2013-08-05,8.71,CLIC
2013-08-06,9.49,CLIC
2013-08-07,7.19,CLIC
2013-08-08,7.31,CLIC
2013-08-09,9.47,CLIC
2013-08-10,4.88,CLIC
2013-08-11,1.86,CLIC
2013-08-12,4.85,CLIC
2013-08-13,5.39,CLIC
2013-08-14,8.87,CLIC
2013-08-15,6.22,CLIC
2013-08-16,7.44,CLIC
2013-08-17,4.27,CLIC
2013-08-18,2.4,CLIC
2013-08-19,8.3,CLIC
2013-08-20,6.25,CLIC
2013-08-21,2.36,CLIC
2013-08-22,4.54,CLIC
2013-08-23,2.11,CLIC
2013-08-24,6.93,CLIC
2013-08-25,6.33,CLIC
2013-08-26,0.78,CLIC
2013-08-27,0.4,CLIC
2013-08-28,1.97,CLIC
2013-08-29,5.11,CLIC
2013-08-30,4.92,CLIC
2013-08-31,1.23,CLIC
2013-09-01,6.72,CLIC
2013-09-02,4.55,CLIC
2013-09-03,6.22,CLIC
2013-09-04,5.1,CLIC
2013-09-05,0.49,CLIC
2013-09-06,1,CLIC
2013-09-07,1.1,CLIC
2013-09-08,0.6,CLIC
2013-09-09,3.5,CLIC
2013-09-10,1.21,CLIC
2013-09-11,1,CLIC
2013-09-12,0.9,CLIC
2013-09-13,0.8,CLIC
2013-09-14,2.7,CLIC
2013-09-15,1.2,CLIC
2013-09-16,1,CLIC
2013-09-17,1.03,CLIC
2013-09-18,4.53,CLIC
2013-09-19,5.72,CLIC
2013-09-20,3,CLIC
2013-09-21,1.55,CLIC
2013-09-22,4.35,CLIC
2013-09-23,3.9,CLIC
2013-09-24,2.92,CLIC
2013-09-25,4.52,CLIC
2013-09-26,5.49,CLIC
2013-09-27,2.5,CLIC
2013-09-28,3.07,CLIC
2013-09-29,2.06,CLIC
2013-09-30,2.52,CLIC
2013-10-01,2.19,CLIC
2013-10-02,4.53,CLIC
2013-10-03,3.93,CLIC
2013-10-04,5.62,CLIC
2013-10-05,3.75,CLIC
2013-10-06,1.83,CLIC
2013-10-07,5.07,CLIC
2013-10-08,4.22,CLIC
2013-10-09,5.4,CLIC
2013-10-10,2.46,CLIC
2013-10-11,2.41,CLIC
2013-10-12,2.03,CLIC
2013-10-13,4.93,CLIC
2013-10-14,1.53,CLIC
2013-10-15,1.8,CLIC
2013-10-16,1.27,CLIC
2013-10-17,0.63,CLIC
2013-10-18,0.71,CLIC
2013-10-19,0.76,CLIC
2013-10-20,0.2,CLIC
2013-10-21,0.55,CLIC
2013-10-22,0.25,CLIC
2013-10-23,1.9,CLIC
2013-10-24,0.87,CLIC
2013-10-25,1.53,CLIC
2013-10-26,2.3,CLIC
2013-10-27,3.5,CLIC
2013-10-28,1.28,CLIC
2013-10-29,2.72,CLIC
2013-10-30,7.9,CLIC
2013-10-31,1.7,CLIC
2013-11-01,1,CLIC
2013-11-02,3.34,CLIC
2013-11-03,3.01,CLIC
2013-11-04,0.97,CLIC
2013-11-05,2.95,CLIC
2013-11-06,2,CLIC
2013-11-07,0.59,CLIC
2013-11-08,2.16,CLIC
2013-11-09,1.61,CLIC
2013-11-10,0.52,CLIC
2013-11-11,0.75,CLIC
2013-11-12,0.3,CLIC
2013-11-13,1.2,CLIC
2013-11-14,0.53,CLIC
2013-11-15,1.27,CLIC
2013-11-16,0.84,CLIC
2013-11-17,1.51,CLIC
2013-11-18,4.01,CLIC
2013-11-19,1.14,CLIC
2013-11-20,0.7,CLIC
2013-11-21,1.84,CLIC
2013-11-22,0.01,CLIC
2013-11-23,2.25,CLIC
2013-11-24,1.9,CLIC
2013-11-25,0.45,CLIC
2013-11-26,0.15,CLIC
2013-11-27,1.1,CLIC
2013-11-28,1.02,CLIC
2013-11-29,1.96,CLIC
2013-11-30,0.51,CLIC
2014-04-01,3.65,CLIC
2014-04-02,6.02,CLIC
2014-04-03,4.37,CLIC
2014-04-04,5.65,CLIC
2014-04-05,10.1,CLIC
2014-04-06,1.19,CLIC
2014-04-07,6.31,CLIC
2014-04-08,8.1,CLIC
2014-04-09,2.71,CLIC
2014-04-10,4.15,CLIC
2014-04-11,5.16,CLIC
2014-04-12,4.82,CLIC
2014-04-13,2.72,CLIC
2014-04-14,6.61,CLIC
2014-04-15,2.98,CLIC
2014-04-16,5.39,CLIC
2014-04-17,1.66,CLIC
2014-04-18,0.52,CLIC
2014-04-19,0.19,CLIC
2014-04-20,0.8,CLIC
2014-04-21,0.8,CLIC
2014-04-22,3.3,CLIC
2014-04-23,4.71,CLIC
2014-04-24,6.58,CLIC
2014-04-25,1.95,CLIC
2014-04-26,5.53,CLIC
2014-04-27,9.52,CLIC
2014-04-28,7.53,CLIC
2014-04-29,4.83,CLIC
2014-04-30,4.48,CLIC
2014-05-01,2.57,CLIC
2014-05-02,2.45,CLIC
2014-05-03,1.71,CLIC
2014-05-04,5.58,CLIC
2014-05-05,3.94,CLIC
2014-05-06,4.22,CLIC
2014-05-07,2.68,CLIC
2014-05-08,2.34,CLIC
2014-05-09,2.5,CLIC
2014-05-10,6.15,CLIC
2014-05-11,1,CLIC
2014-05-12,0.65,CLIC
2014-05-14,6.15,CLIC
2014-05-15,4.46,CLIC
2014-05-16,6.57,CLIC
2014-05-17,5.65,CLIC
2014-05-18,5.18,CLIC
2014-05-19,5.27,CLIC
2014-05-20,6.42,CLIC
2014-05-21,4.45,CLIC
2014-05-22,5.04,CLIC
2014-05-23,2.22,CLIC
2014-05-24,2.91,CLIC
2014-05-25,1.48,CLIC
2014-05-26,4.36,CLIC
2014-05-27,6.11,CLIC
2014-05-28,6.31,CLIC
2014-05-29,5.77,CLIC
2014-05-30,2.31,CLIC
2014-05-31,8.13,CLIC
2014-06-01,5.91,CLIC
2014-06-02,2.95,CLIC
2014-06-03,3.85,CLIC
2014-06-04,5.63,CLIC
2014-06-05,6.37,CLIC
2014-06-06,3.43,CLIC
2014-06-07,7.55,CLIC
2014-06-08,2.44,CLIC
2014-06-09,3.13,CLIC
2014-06-10,6.73,CLIC
2014-06-11,6.72,CLIC
2014-06-12,6.83,CLIC
2014-06-13,5.83,CLIC
2014-06-14,6.75,CLIC
2014-06-15,6.81,CLIC
2014-06-16,4.09,CLIC
2014-06-17,7.35,CLIC
2014-06-18,6.02,CLIC
2014-06-19,6.95,CLIC
2014-06-20,11.07,CLIC
2014-06-21,6.11,CLIC
2014-06-22,2.96,CLIC
2014-06-23,1.75,CLIC
2014-06-24,5.79,CLIC
2014-06-25,4.85,CLIC
2014-06-26,1.36,CLIC
2014-06-27,3.6,CLIC
2014-06-28,8.38,CLIC
2014-06-29,8.49,CLIC
2014-06-30,9.23,CLIC
2014-07-01,8.93,CLIC
2014-07-02,7.08,CLIC
2014-07-03,4.59,CLIC
2014-07-04,2.3,CLIC
2014-07-05,1.9,CLIC
2014-07-06,2.36,CLIC
2014-07-07,8.04,CLIC
2014-07-08,9.59,CLIC
2014-07-09,2.69,CLIC
2014-07-10,3.74,CLIC
2014-07-11,0.68,CLIC
2014-07-12,1.37,CLIC
2014-07-13,7.09,CLIC
2014-07-14,7.64,CLIC
2014-07-15,6.8,CLIC
2014-07-16,7.9,CLIC
2014-07-17,5.95,CLIC
2014-07-18,7,CLIC
2014-07-19,2.95,CLIC
2014-07-20,3.75,CLIC
2014-07-21,2.44,CLIC
2014-07-22,6.3,CLIC
2014-07-23,8.8,CLIC
2014-07-24,6.24,CLIC
2014-07-25,8.4,CLIC
2014-07-26,5.74,CLIC
2014-07-27,8.14,CLIC
2014-07-28,7.85,CLIC
2014-07-29,7.79,CLIC
2014-07-30,9.27,CLIC
2014-07-31,8.06,CLIC
2014-08-01,1.8,CLIC
2014-08-03,7.12,CLIC
2014-08-04,1.15,CLIC
2014-08-05,1.4,CLIC
2014-08-06,1.05,CLIC
2014-08-07,6.6,CLIC
2014-08-09,2.08,CLIC
2014-08-10,3.17,CLIC
2014-08-11,5.15,CLIC
2014-08-12,1,CLIC
2014-08-13,6.25,CLIC
2014-08-14,5.21,CLIC
2014-08-15,4.34,CLIC
2014-08-16,6.4,CLIC
2014-08-17,6.44,CLIC
2014-08-18,7.09,CLIC
2014-08-19,5.64,CLIC
2014-08-20,6.34,CLIC
2014-08-21,5,CLIC
2014-08-22,6,CLIC
2014-08-23,4.96,CLIC
2014-08-24,4.8,CLIC
2014-08-25,1.38,CLIC
2014-08-26,3.52,CLIC
2014-08-27,13.12,CLIC
2014-08-28,2.79,CLIC
2014-08-29,4.93,CLIC
2014-08-30,3.36,CLIC
2014-08-31,2.79,CLIC
2015-02-01,6.93,CLIC
2015-02-02,2.5,CLIC
2015-02-03,4.5,CLIC
2015-02-04,5.5,CLIC
2015-02-05,3.5,CLIC
2015-02-06,0.2,CLIC
2015-02-07,0.25,CLIC
